rule_id,unit,surface_form,text,marks_genuine_nk
morph.neg.bare_modifier,pr:OpenVoxProject/ezbake:8:comment_body:12,n't,"I'm currently using their container for SLES 15
https://github.com/OpenVoxProject/vanagon/blob/38e78d96bd14510e236a1f5137ad87e67a110dfe/lib/vanagon/platform/defaults/sles-15-x86_64.rb#L24

They have one for 12, but I ran into issues with the openvox build on it.  I don't recall what they were, but I should probably try again, since it looks like they updated the image since I last tried.

 Lo",
morph.neg.bare_modifier,pr:OpenVoxProject/ezbake:16:comment_body:9,n't,That's also why in the past I didn't fully go through with it. I think this is good enough for now.,
morph.neg.bare_modifier,pr:OpenVoxProject/ezbake:27:comment_body:8,n't,"It's not required. But in case my hack here doesn't catch the java bin, or we are on a platform where we don't have an explicit java version, we end up with /usr/bin/java and that works for 80% of the situations.",
morph.neg.bare_modifier,commit:27e9dc410a84f833b41b3eccd54c86f420725533:commit_message,not,"(RE-11573) Add fpm to Gemfile

This commit adds the 'fpm' gem to the Gemfile that gets packaged with our
Clojure projects. Now that we are using packaging as a gem, and thus using
bundler, we're calling all our tasks with 'bundle exec'. Even though fpm is
installed on our build container, the executable wasn't being found because fpm
was not included in the bundle.",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:2:comment_body:3,could,could you please rebase this PR?,
morph.mod.underspecified_cancould,commit:8285a62e5cd44f298b5783cacb8b43f3a5fb74cc:commit_message,would,"(EZ-52) Add custom created directories to the rpm

Previously in ezbake, custom directories would be added to the buildroot
for rpm, but would not be added to the %files section of the rpm, which
means they would not be included in the package generated. This commit
adds %dir declarations for each dir in create_dirs, and assigns it the
same permissions and ownership that the install.sh postinst wi",
morph.mod.underspecified_cancould,commit:657d82ae71c966e28c56c18adfda840d071f6c72:commit_message,can,"fpm: Don't set --rpm-rpmbuild-define

under the hood, fpm calls rpmbuild. Under EL9, the fpm option
 worked fine and was set to the version of the
actual package. This was probably never correct. It maps to the rpm
macro . This is supposed to be used for the *rpm* version
used during the build. rpmbuild on EL10 will set 
automatically and fpm cannot provide it as well. We also set the actual
versi",
morph.mod.underspecified_cancould,commit:dfac148f72c28643a7f5ceb339ccc220ab6241fb:commit_message,can,"(SERVER-1304) Backport removal of heap dump to stable branch

This commit backports the removal of the ""HeapDumpOnOutOfMemoryError""
changes to the stable branch, so that we can include them if we
end up doing one more Puppet Server 1.x release.",
morph.mod.underspecified_cancould,commit:99b0149c82a886e007a4832578c5a87a01fb45a2:commit_message,would,"Add build alias to invoke the uber_build for the staged project

Previously, in order to build the project, one would need to run 
followed by, cd target/staging, rake package:bootstrap and finally rake
pl:jenkins:uber_build. This commit adds a build namespace with a main function
that will do all of the previously mentioned actions. It also adds an alias for
build, so now a user can just run  for",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:8:comment_body:5,can,"I had problems getting a SLES 12 container to work.  But if it's helpful, I can pick that back up and see if I can get it working.

 I built openvox-server and openvoxdb with a version of ezbake that includes these changes.  I don't have much time to test them today, but anyone feel free to poke at them and see if there are any issues.

https://artifacts.overlookinfratech.com/#openvox-server/9",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:2:comment_body:15,could,could you please rebase this PR?,
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:37:comment_body:13,can,I was hoping we can use the unit file from the debian maintainers (https://github.com/OpenVoxProject/ezbake/pull/37#issuecomment-3152891788) as an intermediate solution because that's quicker to implement and test. As a long term solution I would also prefer the trapperkeeper update.,
morph.mod.underspecified_cancould,commit:363586e16a088b3dc2bd3f6e2985071864e41f37:commit_message,can,"Fall back to resolving classpath-jar artifacts from managed-dependencies

When a classpath-jar artifact is not found in the project's resolved
dependencies, resolve it independently using the version pinned in
:managed-dependencies. This allows projects to use :classpath-jars for
artifacts that cannot coexist on the JVM classpath (e.g. FIPS and
non-FIPS BouncyCastle jars which conflict due to seal",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:8:comment_body:9,would,"Agreed on the automated testing.

I'd really like to move away from FPM and use native packaging mechanisms where possible. If you use that then at least for RPMs you could use [packit](https://packit.dev) to create RPMs for every PR to  and run end-to-end tests with it using [Testing Farm](https://docs.testing-farm.io).

This cleanup is IMHO a good start to see what actually needs to be done.",
morph.mod.underspecified_cancould,commit:01f78204ea9af33f4f6d6da8e5e2fe900c748a4f:commit_message,can,"(CPR-515) Allow separate tasks for install vs upgrade

Currently, the postinstall tasks from the packaged project
are executed unconditionally, both on install as well as
upgrades. This can cause issues, as in the case with puppetserver
potentially overwriting config values if the user has changed them
from the package defaults.

This adds an addtional set of tasks that can be executed in the
pack",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:17:body,can,"This removes Jenkins related rake tasks that Perforce used. I haven't tested this and I don't know if there are more tasks we can remove, e.g. https://github.com/OpenVoxProject/ezbake/blob/main/resources/puppetlabs/lein-ezbake/template/global/tasks/integration.rake",
morph.mod.underspecified_cancould,commit:f7b5fe8b407a1934a66ff9be5ef2394ac8f0b6fd:commit_message,can,"(EZ-97) Echo error message when process exits during reload or HUP fails

This commit adds an echo statement if a process exits during a reload
attempt or a HUP signal cannot be sent to the process.  The commit also
replaces 'set -e' with 'set +e' to allow for the exit code for a 'kill
-0 <pid>' to be inspected rather than having the script just exit for a
non-zero value.",
morph.mod.underspecified_cancould,commit:8ced0be9e76622da477cb3b6f11132ab63d4315a:commit_message,can,"(EZ-127) Add docker-build to build an image from a clojure repo

This adds a new  command which can be used to
generate a standardized docker image from a trapperkeeper project.

The resulting image has the requisite java invocation set as its
entrypoint, referring a bootstrap.cfg and conf.d both located at
/config, and setting the classpath set to the project uberjar and any
additional jars, whic",
morph.mod.underspecified_cancould,commit:ae22667461c9a24edd94afc8cf8f0957db549609:commit_message,can,"(RE-8861) Change git_sha to version

Vanagon can package things that are not in a git repo so we are changing
this key to a more generic key so that we can have consistency in this
file.",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:37:comment_body:8,would,"Right, this is going to fail hard when the port is changed to something else than 8140, so I wouldn't recommend it.

In Debian we ship [this service unit](https://sources.debian.org/src/puppetserver/8.7.0-5/debian/puppetserver.service/) which is basically the same in principle, but instead it uses a quirk from trapperkeeper where it writes  in a file called  in the runtime directory when it's do",
morph.mod.underspecified_cancould,commit:8ced0be9e76622da477cb3b6f11132ab63d4315a:commit_message,can,"(EZ-127) Add docker-build to build an image from a clojure repo

This adds a new  command which can be used to
generate a standardized docker image from a trapperkeeper project.

The resulting image has the requisite java invocation set as its
entrypoint, referring a bootstrap.cfg and conf.d both located at
/config, and setting the classpath set to the project uberjar and any
additional jars, whic",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:42:comment_body:7,would,I gave this a quick local test and it's working fine. However I have no time right now to kick of the acceptance tests with that. It would be great if a few people could test this and provide feedback.,
morph.mod.underspecified_cancould,commit:d26d80d4a1327c10ab255c3912215c83053c4d1f:commit_message,would,"(EZ-109) Fix duplicate text in ezbake.manifest

This commit fixes an issue where some duplicate text would show up in
ezbake.manifest if additional uberjars were specified in the ezbake section of
a project.clj file

This was because of a combination of mustache being mustache, and because
not-empty returns its argument if it is not empty, rather than returning true.
This causes the mustache templ",
morph.mod.underspecified_cancould,commit:8285a62e5cd44f298b5783cacb8b43f3a5fb74cc:commit_message,would,"(EZ-52) Add custom created directories to the rpm

Previously in ezbake, custom directories would be added to the buildroot
for rpm, but would not be added to the %files section of the rpm, which
means they would not be included in the package generated. This commit
adds %dir declarations for each dir in create_dirs, and assigns it the
same permissions and ownership that the install.sh postinst wi",
morph.mod.underspecified_cancould,commit:fc2b2296da59f126cd383ca8a19ad850a05da405:commit_message,can,"CI: Add proper dummy job we can depend on

This is our default that we configure in every repo. It ensures that
this job always runs, even if previous jobs failed / weren't created at
all.",
morph.mod.underspecified_cancould,commit:ae22667461c9a24edd94afc8cf8f0957db549609:commit_message,can,"(RE-8861) Change git_sha to version

Vanagon can package things that are not in a git repo so we are changing
this key to a more generic key so that we can have consistency in this
file.",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:2:comment_body:13,can,EL7 isn't entirely dead downstream but that's more on the agent side. I think we can stop building server because at least in Satellite we don't support that.,
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:102:body,can,"under the hood, fpm calls rpmbuild. Under EL9, the fpm option  worked fine and was set to the version of the actual package. This was probably never correct. It maps to the rpm macro . This is supposed to be used for the *rpm* version used during the build. rpmbuild on EL10 will set  automatically and fpm cannot provide it as well. We also set the actual version here:



And this is around sin",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:27:comment_body:5,can,"Back then I introduced a script that was essentially doing that. Having a simple script is actually a benefit if you write an SELinux policy because you can transition in the domain too, though I doubt we'll write that any time soon.

Question is, where do we write it? Normally on Red Hat I'd write  that is effectively what we now have as .",
morph.mod.underspecified_cancould,commit:5ab8404e7fabaac796824fe0018564402d6c612e:commit_message,would,"(MAINT) change deb  args and add an output to reload call
Previously, the reload case would just reload, but now it prints a message
on whether or not it succeeded",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:27:comment_body:21,would,"I would love to, but how? I think some of the CLI apps rely on JAVA_BIN and I didn't find a way for the systemd unit to read it from the defaults file (except for hacks like calling /usr/bin/env or whatever).",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:8:comment_body:9,could,"Agreed on the automated testing.

I'd really like to move away from FPM and use native packaging mechanisms where possible. If you use that then at least for RPMs you could use [packit](https://packit.dev) to create RPMs for every PR to  and run end-to-end tests with it using [Testing Farm](https://docs.testing-farm.io).

This cleanup is IMHO a good start to see what actually needs to be done.",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:2:comment_body:4,could,I was never a fan of this path. I think there is a java11/java17 symlink as well that we could use? We don't really know to what usr/bin/java points and I had multiple issues at customers where this was pointing to a too new or too old jre.,
morph.mod.underspecified_cancould,commit:8423dc6a87d1cecb311a7e20a5302c8073e5adf6:commit_message,can,"(RE-8726) Allow nonfinal repo definition

This commit allows ezbake to take advantage of a new feature in the
packaging repo. We can switch between a final and non-final repo
definition. This commit allows ezbake to set a value for that non-final
repo and for that setting to propagate through properly to the
automation in the packaging repo.

This means we can ship development builds with the same",
morph.mod.underspecified_cancould,commit:fbb70c36d427d070551cc4698c4df99df5514b51:commit_message,can,"(maint) Remove OnOutOfMemoryError from systemd service files

The kill in the OnOutOfMemoryError setting in the systemd service files
causes systemd to try to run the command for some reason. Possibly
something to do with escaping quotes. Until this can be fixed, this
commit removes those settings from the systemd service definitions.",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:37:comment_body:8,can,"Right, this is going to fail hard when the port is changed to something else than 8140, so I wouldn't recommend it.

In Debian we ship [this service unit](https://sources.debian.org/src/puppetserver/8.7.0-5/debian/puppetserver.service/) which is basically the same in principle, but instead it uses a quirk from trapperkeeper where it writes  in a file called  in the runtime directory when it's do",
morph.mod.underspecified_cancould,commit:326cb3cbb00b371415259e0907fcfda3adb82e05:commit_message,can,"(maint) Extract name from bin files before converting to Ruby value

These bin files are also JarFileEntries, and need to have their name
extracted before they can be converted into a Ruby string literal for
interpolation.",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:104:body,can,"This reverts commit 814ee0cc8476db873239fc60b8b8a93a99e1abe3.

Since the merge of https://github.com/OpenVoxProject/ezbake/pull/103, we switched the systemd unit from  to . Because of that, systemd can properly track the process and doesn't need the pidfile anymore. Because of that, we can revert 814ee0cc8476db873239fc60b8b8a93a99e1abe3. This was partially done in https://github.com/OpenVoxProje",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:94:body,can,"When a classpath-jar artifact is not found in the project's resolved dependencies, resolve it independently using the version pinned in :managed-dependencies. This allows projects to use :classpath-jars for artifacts that cannot coexist on the JVM classpath (e.g. FIPS and non-FIPS BouncyCastle jars which conflict due to sealed packages) without requiring them in :dependencies.



#### Pull Req",
morph.mod.underspecified_cancould,commit:3edf40b0be72fa2a5f75cad3c132399ecd4d130f:commit_message,can,"(PE-5349) Add extra install options

This commit adds support for upstream projects to supply arbitrary
install commands to be run in addition to the standard steps. They are
supplied on a per platform basis similarly to the preinst and
dependencies. This commit also adds them to ezbake.rb so they can be
referenced in the rules.erb and ezbake.spec.erb for both foss and pe.",
morph.mod.underspecified_cancould,commit:dcba64d55d96c587be069cb51905114d456e0ee1:commit_message,can,"(maint) Don't pass hardcoded PE_VER to rake uber_build task

Previously, we were hardcoding ""PE_VER"" as 3.7 and passing that along when
executing ""rake pe:jenkins:uber_build."" This commit removes that hardcoding,
which means a user can set the environment variable PE_VER and have it
respected by the rake task. If not provided, the rake task will error out.",
morph.mod.underspecified_cancould,commit:01f78204ea9af33f4f6d6da8e5e2fe900c748a4f:commit_message,can,"(CPR-515) Allow separate tasks for install vs upgrade

Currently, the postinstall tasks from the packaged project
are executed unconditionally, both on install as well as
upgrades. This can cause issues, as in the case with puppetserver
potentially overwriting config values if the user has changed them
from the package defaults.

This adds an addtional set of tasks that can be executed in the
pack",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:2:comment_body:12,can,"Nope, I'm wrong, that is with  installed. So yeah, not sure this path is one we can rely on.",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:102:body,can,"under the hood, fpm calls rpmbuild. Under EL9, the fpm option  worked fine and was set to the version of the actual package. This was probably never correct. It maps to the rpm macro . This is supposed to be used for the *rpm* version used during the build. rpmbuild on EL10 will set  automatically and fpm cannot provide it as well. We also set the actual version here:



And this is around sin",
morph.mod.underspecified_cancould,commit:a1d9c4e14f92cfda04c9cde3e1826f2becc753bd:commit_message,can,"Drop service wrappers

These service wrappers only replicate the default systemd behaviour.
Running it directly simplifies it greatly because it also drops the need
to manage the rundir, which systemd will now take care of for us.

With the merge of
https://github.com/OpenVoxProject/trapperkeeper/pull/23, we can switch
to notify. Then the service will notify systemd when the service is
actually st",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:27:comment_body:23,would,I had  the same question. I don't know where the best place would be and that would also be a bigger change. My goal was to get the packages in any working condition.,
morph.mod.underspecified_cancould,commit:f19d0d8bd33ee85b9431bef417679dcc58f12b50:commit_message,would,"Revert ""(maint) Update changelog for 2.1.6 release""

This reverts commit fe5919e5a52ba3b7e6f20b5e7a6fbfaa2006f46e.
This version was never released because we ended up reverting the only change
it would have included.

(maint) Remove unreleased 2.1.6 links",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:37:comment_body:8,can,"Right, this is going to fail hard when the port is changed to something else than 8140, so I wouldn't recommend it.

In Debian we ship [this service unit](https://sources.debian.org/src/puppetserver/8.7.0-5/debian/puppetserver.service/) which is basically the same in principle, but instead it uses a quirk from trapperkeeper where it writes  in a file called  in the runtime directory when it's do",
morph.mod.underspecified_cancould,commit:9857b5ee3dd904d72a2b877cf2f7b79225a75366:commit_message,can,"(PE-3516) Add status functions, implement condrestart

Having conditional restart available makes a lot of the spec file post
and pre logic cleaner. Instead of stopping the service, laying down a
file, and then starting it afterward, we can just only restart the
service if it is running, which will accomplish the same thing. This
commit adds functions for status and restart where needed and implem",
morph.mod.underspecified_cancould,commit:86708f0cde2760825f89dc6ce1500a49fce42aae:commit_message,would,"(PE-3656) Only find files in directories that exist

When searching for config files, if the config directory didn't exist
under a project, as is the case with classifier, it would not be handled
gracefully. This commit adds a simple check to ensure the directory
exists before traversing for config files.",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:27:comment_body:4,would,"I would love to, but how? I think some of the CLI apps rely on JAVA_BIN and I didn't find a way for the systemd unit to read it from the defaults file (except for hacks like calling /usr/bin/env or whatever).",
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:27:comment_body:6,would,I had  the same question. I don't know where the best place would be and that would also be a bigger change. My goal was to get the packages in any working condition.,
morph.mod.underspecified_cancould,pr:OpenVoxProject/ezbake:42:comment_body:3,could,I gave this a quick local test and it's working fine. However I have no time right now to kick of the acceptance tests with that. It would be great if a few people could test this and provide feedback.,
morph.mod.underspecified_cancould,commit:f697d678b490e8aa0a08c77f577c612923998c2e:commit_message,would,"(maint) Use pushd/popd instead of -c for sles init scripts

-c did not behave as expected. Sles used the directory specified as a
chroot and then tried to find the daemon (/opt/puppet/bin/java) within
the directory, where it wouldn't exist. This commit updates the proc
calls to remove the -c, and replaces the one in the start function with
a pushd/popd. The use of pushd means that the shell has to",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:91:body,will,"The tmpfiles configuration file isn't required anymore, since we set PrivateTmp=true in the systemd unit (introduced in 900b4eee0dfda861fd99934ce5f1532c411ab373).

---

The  directory contains only two files:



We don't package /usr/lib/tmpfiles.d/*.conf anymore. And the changelog.gz is autogenerated by fpm afterwards. That means that in our packaging directory, there is no . If we force ",
morph.mod.epistemic_will_predict,commit:ee4b88339c3f43cc147b3f51f5f8f7d630a716a8:commit_message,will,"(EZ-97) Kill background Java process if start script terminated

This commit will trap HUP, INT, and TERM signals sent to the start
script.  If any is trapped, the associated Java process that the start
script spawned will be terminated.  This is done so that if a 'restart'
is issued while a start is already in process, the Java process for the
first start attempt will be cleaned up before the sec",
morph.mod.epistemic_will_predict,commit:8e57d51648aebba4c6d3a63ff1a4093cea44d520:commit_message,will,"Add basic CI check for ruby packaging code

this validates the Gemfile and Rakefile that will be copied into the build container
they provide tasks that will be used to compile ezbake projects and build packages",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:87:body,will,"The Gemfile is a template. For every ezbake based build, the Gemfile is copied into the build dir. Aftwards the gems are installed. the packaging gem is used to publish packages, update repos and render different templates, e.g. the systemd unit files for openvox-server and openvox-db.

As far as I know, the erb template rendering is the only feature from packaging that we use. I didn't want to ",
morph.mod.epistemic_will_predict,commit:46a66154d43b212ed30200b9e2481edc5dae4511:commit_message,will,"(EZ-47) Remove Fedora 20 builds

Feodra 20 went EOL on 2015-06-23. Because of this, we no longer will
be building and shipping packages for fedora 20.",
morph.mod.epistemic_will_predict,issue:OpenVoxProject/ezbake:23:body,will,"In https://github.com/OpenVoxProject/ezbake/pull/5 we introduced a regression.

The systemd units now have:

Turns out: Variable interpolation isn't support for the first arg of . the unit will fail with:

It doesn't matter if the variable is in quotes or not. from  on IRC:

I will fix this in https://github.com/OpenVoxProject/ezbake/pull/2/",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:54:body,will,"This is a collection of commits that we made into the dev branch. They were all cherry-picked with -x.

---

[Cleanup old Perforce CI configuration](https://github.com/OpenVoxProject/ezbake/commit/2161da08df95491c421bdc8a57794e3927274f14) 

(cherry picked from commit https://github.com/OpenVoxProject/ezbake/commit/100a3f99af836a00e2f5aa876a89fbc63fd74db0)

---

[CI: Configure token permi",
morph.mod.epistemic_will_predict,commit:2a02f06074be947ec4f273ef3c7ae619db93b874:commit_message,will,"(maint) Add Gemfile

This commit adds a Gemfile that will get packaged with project builds. This
gives us access to the packaging gem once a project has been built, which is
necessary for shipping when a project doesn't have its own Gemfile.",
morph.mod.epistemic_will_predict,commit:72abab6013888febe6a6bb7a45d1889973ebd877:commit_message,will,"(PE-3516) Add functions to rename debian service files

For debhelper to correctly generate pre and post scripts for service
management, as is generally desireable, it has to also be installing the init
script. This was previously happening via the Makefile. Debian will do this
automatically if the files are placed in the debian directory with the expected
names. This commit adds functions to help",
morph.mod.epistemic_will_predict,commit:19743503674b4ec177787811a02ad4399a18be4b:commit_message,will,"(EZ-39) Update ezbake to use java 8 when available on debian

Ubuntu's vivid release will include a java 8 package, as will debian's
release after jessie. This commit adds java8-runtime-headless as an
option if java7 is not available.",
morph.mod.epistemic_will_predict,commit:c60b90f68ccf3bebbe9a17bb70348661a2a0598e:commit_message,will,"(SERVER-2068) Be more discerning finding PIDs

Previously, the start/stop/reload scripts would use a  to search
for running processes, to determine if the service was still running.
That  would do a simple search for uberjar name.

Turns out, that's not specific enough. In the case of puppetserver, a
user invocation of  will put a process in the
process list that the naive  would finger as the ser",
morph.mod.epistemic_will_predict,commit:a1d9c4e14f92cfda04c9cde3e1826f2becc753bd:commit_message,will,"Drop service wrappers

These service wrappers only replicate the default systemd behaviour.
Running it directly simplifies it greatly because it also drops the need
to manage the rundir, which systemd will now take care of for us.

With the merge of
https://github.com/OpenVoxProject/trapperkeeper/pull/23, we can switch
to notify. Then the service will notify systemd when the service is
actually st",
morph.mod.epistemic_will_predict,commit:a534154e09c369b68a58f78f66be041aadfab45e:commit_message,will,"(PDB-1034) Honor local-repo for aether requests

The call to aether/resolve-artifacts wasn't honoring our :local-repo
override in our project. This patch will ensure we can use local-repo
and the effects will ripple into aether also.

Without this, when trying to do source based builds using the local
m2-local repositories, it will try and retrieve a copy of your projects
jar from maven for resour",
morph.mod.epistemic_will_predict,commit:58b39960427db01ad4cbfd77ddc4492f6e3f7cd2:commit_message,will,"(EZ-72) Support split bootstrap in configuration

This commit adds support to ezbake for splitting a project's bootstrap files
between /etc/puppetlabs/{project}/services.d/ and
/opt/puppetlabs/server/apps/{project}/config/services.d/

This serves the ultimate goal of putting user-configurable service entries
in one location, and the services that should not be modified in another.

It accomplishes",
morph.mod.epistemic_will_predict,commit:68347edd14e741345bedf62d25151f92bb014bfd:commit_message,will,"(maint) Add stage method to allow easier invocation from other namespaces

This commit moves aspects of the main function into a stage function. This will
allow the same stage-all-the-things method to be called from other namespaces
with ease.",
morph.mod.epistemic_will_predict,commit:aa6861dc16562d13fa5888c070a636d2ac6e14a2:commit_message,will,"(SERVER-3) Update EL init scripts to invoke the daemon from INSTALL_DIR

On el systems, if the service is invoked using init.d directly, while in
a root owned directory, it will fail to run several external commands
during startup. This isn't a problem for debian because we pass in a
directory to run from that will be accessible to the service user. This
commit implements the same behavior for EL ",
morph.mod.epistemic_will_predict,commit:29acf137b7efc680ce7aa0a252f0a870303babc2:commit_message,will,"Add Ubuntu 26.10 support

https://packages.ubuntu.com/stonking/openjdk-25-jre-headless says that
Ubuntu 25.10 will also provide Java 25.

Signed-off-by: Tim Meusel <tim.de>",
morph.mod.epistemic_will_predict,commit:9857b5ee3dd904d72a2b877cf2f7b79225a75366:commit_message,will,"(PE-3516) Add status functions, implement condrestart

Having conditional restart available makes a lot of the spec file post
and pre logic cleaner. Instead of stopping the service, laying down a
file, and then starting it afterward, we can just only restart the
service if it is running, which will accomplish the same thing. This
commit adds functions for status and restart where needed and implem",
morph.mod.epistemic_will_predict,commit:8dec99e5c4e80fa01dc4377f2505a7e50bacaa71:commit_message,will,"packaging: Switch from Perforce to OpenVoxProject releases

The Gemfile is a template. For every ezbake based build, the Gemfile is
copied into the build dir. Aftwards the gems are installed. the
packaging gem is used to publish packages, update repos and render
different templates, e.g. the systemd unit files for openvox-server and
openvox-db.

As far as I know, the erb template rendering is the ",
morph.mod.epistemic_will_predict,commit:009df4251250951339bac9ab7cddb0a1823eee8f:commit_message,will,"(EZ-59) Pass mirrors setting to aether

This commit improves the places where ezbake calls into
pomegranate/aether to make sure that we are passing through
the value for the  setting from the project (or
from the user profile), so that aether will look for artifacts
in our nexus repository before going out to clojars or
maven central.  This should improve performance and reduce
network I/O for our",
morph.mod.epistemic_will_predict,commit:51411df6031bf512ce2949e59a7356cc2db4fcca:commit_message,will,"(PE-7614) Fix SLES-11 pe-puppetserver init script

Without this patch the pe-puppetserver service in PE fails to start on SLES-11.

The root cause of the issue is that the JAVA_ARGS string contains
sub-strings which are intended to be positional arguments.  Because the
complete string is used when invoking a command, BASH expands the string
into positional arguments without considering the inner q",
morph.mod.epistemic_will_predict,commit:1d3ea2547c8c7bde052cc0611620eda132112da2:commit_message,will,"(SERVER-1412) Allow build scripts to be included in staging tarball

This commit adds support for creating an  dir
in a project's jar.  If found, ezbake will copy all of the files
found in this directory into the staging directory, so that they
will be included in the tarball that is sent up to the packaging
system.

These files will *not* be included in the final packages, but they
can be referen",
morph.mod.epistemic_will_predict,commit:3416c74a85e5ac7222c452c1f808c7417e943fa3:commit_message,'ll,"(maint) Resolve snapshot dep versions.

During staging, replace all SNAPSHOT dependency versions with the
most recently deployed version. This makes the builds transparent since
we'll know exactly which maven artifacts are in it, and improves
reproducibility since there must be a deployed snapshot version (locally
deployed snapshots are not permitted). If no deployed version of
a snapshotted depen",
morph.mod.epistemic_will_predict,commit:5250a6623e846e64c2ea3237213a0018ea7c8324:commit_message,will,"use rpmbuild with a wrapper script to apply --macros flag

- On SLES, the package uses %service_del_preun and %service_del_postun macros
  which remain unexpanded, resulting in scriptlet failures during package
  removal on SLES15:

    error: %preun(openvox-server) scriptlet failed, exit status 1
    /var/tmp/rpm-tmp.XXX: line 1: fg: no job control

- use wrapper rpmbuild script to allow --macros",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:42:comment_body:4,will,"Was omitting an initial sleep here intentional? I don't think it matters too much because checking the file contents is a cheap operation and then it will sleep anyways, the difference just caught my eye.",
morph.mod.epistemic_will_predict,commit:1aa0ee68dac64c799805f77e1f8c441093606150:commit_message,'ll,"(PE-3142) Make cp-shared-config-files copy the full directory structure

This means upstream projects need to put shared conf in ext/config/conf.d
instead of ext/config/shared. This makes sense anyway since it mirrors where
they'll end up.",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:106:body,will,"We support/test against Java 21 and 25 in our openvoxdb/openvox-server pipelines. Our packages depend on either of those versions. Where possible, we want to use Java 25. This also adds Debian 14 / Ubuntu 26.10 to the list. They are still in development, but it's already clear that they will ship Java 25 as well. See individual commits for details.",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:5:comment_body:7,will,"This introduced a regression. The systemd units now have:



Turns out: Variable interpolation isn't support for the first arg of . the unit will fail with:



It doesn't matter if the variable is in quotes or not. from  on IRC:



I will fix this in https://github.com/OpenVoxProject/ezbake/pull/2/",
morph.mod.epistemic_will_predict,commit:13eef1ce38a87620d1f53c7c0bf2c8bcdc6fd8b5:commit_message,will,"(RE-2382) Add support for replacing packages to ezbake

This commit adds basic support for having ezbake built packages replace
other packages. If the replaces-pkgs key exists in the ezbake config, it
will cause the produced packages to obsolete and conflict (on rpm) or
replace and conflict (on deb) with the listed packages.",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:12:comment_body:2,will,I don't know a lot about the packaging. Do I need to configure something to ensure the config files are removed on package upgrades? Or will that happen automatically because the files are missing in the latest package?,
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:37:comment_body:7,will,"This is not a major issue because long running migrations are so infrequently run, but just wanted to call it out.

openVoxDB will bind its port during startup, but before migrations are run, but it will reject all queries until migrations are finished. So I think this will report the service as ready before it can respond to queries. This may be a problem for catalog applications that apply a l",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:9:comment_body:2,will,"FYI: this is frowned upon in RPM land. They really should have versions and rpmlint will yell at you because it doesn't allow going back.

Wouldn't it be better to declare it always conflicts with the package (regardless of version) and only declare it replaces older versions?

Here I rely on the  RPM macro that I hope will work with FPM",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:5:comment_body:7,will,"This introduced a regression. The systemd units now have:



Turns out: Variable interpolation isn't support for the first arg of . the unit will fail with:



It doesn't matter if the variable is in quotes or not. from  on IRC:



I will fix this in https://github.com/OpenVoxProject/ezbake/pull/2/",
morph.mod.epistemic_will_predict,commit:9b3dfa8136dadadea5687551d27198f3b1a89b6e:commit_message,will,"Add JAVA_BIN to systemd service files

The EnvironmentFile paths are config locations so if a user ever
modified them, they're not replaced. By defining this in the service
file, the packaging will update the location. The result is that even
if a java location changes that a simple yum/apt upgrade will respect
the new value in most situations.

Signed-off-by: Tim Meusel <tim.de>",
