rule_id,unit,surface_form,text,marks_genuine_nk
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:62:body,will,"This reverts commit e43660e2363c45d7a35d4ef36246f8866764f5d9.

e43660e2363c45d7a35d4ef36246f8866764f5d9 added a denylist for needrestart to ignore openvoxdb/openvoxserver. Both services write files into /tmp/, which triggered service restarts, that were not required.

Since
https://github.com/puppetlabs/ezbake/pull/623/commits/bf1a75d757b0f5e6ed7db1ddde7dc13e4984649c, both services use the Pr",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:27:comment_body:5,'ll,"Back then I introduced a script that was essentially doing that. Having a simple script is actually a benefit if you write an SELinux policy because you can transition in the domain too, though I doubt we'll write that any time soon.

Question is, where do we write it? Normally on Red Hat I'd write  that is effectively what we now have as .",
morph.mod.epistemic_will_predict,commit:1d3ea2547c8c7bde052cc0611620eda132112da2:commit_message,will,"(SERVER-1412) Allow build scripts to be included in staging tarball

This commit adds support for creating an  dir
in a project's jar.  If found, ezbake will copy all of the files
found in this directory into the staging directory, so that they
will be included in the tarball that is sent up to the packaging
system.

These files will *not* be included in the final packages, but they
can be referen",
morph.mod.epistemic_will_predict,commit:a7cccd37cc80aa5256ce8bf3d07639bf6ce0cae0:commit_message,will,"(RE-8861) Generate metadata files when building projects

This commit allows ezbake to build out a list of dependencies and
additional other useful metadata which will aid in tracking down
differences between packages built with ezbake.",
morph.mod.epistemic_will_predict,commit:57fa0df8557560e3ca5071ff3d6663fc2eaad18b:commit_message,will,"(maint) startproc doesn't manage logfile permissions

If a logfile doesn't exist, startproc will create it as root, not the
user the process is starting at. This will touch the logfile if it
doesn't exist and chown it so that processes started with startproc will
be able to log.",
morph.mod.epistemic_will_predict,commit:99d5f1b8d95016a02d82f3a3a02f036274e34b37:commit_message,will,"(RE-7420) Build FOSS ezbake projects on sles

This unfortunately will not work for builds outside of the puppetlabs
ecosystem. There are no publicly available sles mirrors available, so we
have created our own in house mirror. This is not available to the
public. The sles mocks created with the rpmbuilder module are configured
to hit this internal repo, but to not fail if the user doesn't have
acc",
morph.mod.epistemic_will_predict,pr:OpenVoxProject/ezbake:27:comment_body:27,will,I updated fpm.rb to use  and that works fine. I will take a look at the other suggestions later.,
morph.mod.epistemic_will_predict,commit:39bd4e4e6d4e7096055835bfeb09f6ede1d34d41:commit_message,will,"(maint) Deploy snapshot & list deployed version

When staging a SNAPSHOT version of a project, EZBake will deploy
a snapshot artifact to the configured snapshots repository to ensure we
have a maven artifact for the build, and the full snapshot version of
the deployed artifacts will be listed as the version in EZBake's
manifest and project_data.yaml.",
morph.mod.epistemic_will_predict,commit:16e76c94d43e7acd13709c441783a30effac49a9:commit_message,will,"(PE-3002) Support cli apps

This commit adds support for looking for cli apps that
upstream projects may wish to ship with their packaging.
It works basically the same as shared config files; projects
can put scripts into their jars in , and
if any such scripts are found, they will be installed
in .  ezbake will also create a wrapper
script in  which allows the apps to be called as
subcommands, an",
morph.mod.epistemic_will_predict,commit:56a745cab0035ae059450b83c1bf529bbb67a571:commit_message,will,"(SERVER-1763) Add ca-certificates as build dependency

Now that puppetserver has started bundling gems into the ezbake build,
java's lack of truststore anchors in our build has become a problem. In
jruby, simply requiring openssl will fail if there are no trust anchors.
This is the case on sles12. To avoid this problem, this commit adds the
correct ca-certificates package for el and for sles 12.",
morph.mod.epistemic_will_predict,commit:1d401441c6fa5d8367e5a2ab5ed3fb4010a4dc65:commit_message,will,"(PE-5769) Replace and conflict rubycas-server in pe-console-services

pe-console-services will include an rbac component, which will replace
pe-rubycas-server. This commit adds a replaces-pkgs declaration for this
package, at the versions shipped in PE 3.3.1.",
morph.mod.epistemic_will_predict,commit:8763ee9a83638683c9ddf1e0d45cb46b5a34cec0:commit_message,will,"(MAINT) change echo to '0' without newline in start script to fix timeout bug
originally '1' was piped in, which is the same as the updated value from the service
starting, so the restartfile will never be updated and will timeout",
morph.mod.epistemic_will_predict,commit:91349fadb8068035b41819aeac90f39950835d74:commit_message,will,"(PDB-5622) Select Java 11+ on Platform 8

Does not change PE package builds.

Add a puppet-platform-version argument to EZBake defaulting to 7 (which
maintains the current dependency list) when building for Puppet Platform
8 select newer more appropriate JDK's for each platform. Fails for
unrecognized Platform versions so that we remember to select appropriate
JDKs.

Selecting JDK 11 for SLES 12 m",
morph.mod.epistemic_will_predict,commit:a174e60a8a2f4054e3aa27e7c6074c80765bf4d6:commit_message,will,"Update jvm-puppet version, config, and fix for no docs

* Update the jvm-puppet version that we're building to 0.1.0-SNAPSHOT
* Update the webserver config to something more like what JVM-puppet
  will actually need
* Fix bug in ezbake where it would crash if there were no docs in
  any of the upstream TK projects",
morph.mod.epistemic_will_predict,commit:657d82ae71c966e28c56c18adfda840d071f6c72:commit_message,will,"fpm: Don't set --rpm-rpmbuild-define

under the hood, fpm calls rpmbuild. Under EL9, the fpm option
 worked fine and was set to the version of the
actual package. This was probably never correct. It maps to the rpm
macro . This is supposed to be used for the *rpm* version
used during the build. rpmbuild on EL10 will set 
automatically and fpm cannot provide it as well. We also set the actual
versi",
morph.mod.epistemic_will_predict,commit:5e6a272923b117f25a664692a948dc857ce174aa:commit_message,will,"Allow templating project file using command line arguments

Any arguments after the first two will be interpreted as variables to be used
in templating the project file. Each argument should be of the form
variable=value. These will be interpolated before the project file is
interpreted by ezbake.",
morph.syn.adversative,pr:OpenVoxProject/ezbake:16:comment_body:4,but,"I know this was already there, but this is just surprising to read. That whole  is redundant if you use .",
morph.syn.adversative,commit:c3b5150de4631d4f65f4d789013de40f73dd5c41:commit_message,but,"(EZ-140) Allow excluding projects from ezbake resource search

Previously, ezbake would search all of the dependencies that it compiled
into the uberjar for ezbake config resources (e.g. CLI scripts and conf
files). However, we have a usecase now where one ezbake project is
wrapping another standalone ezbake project, so we want to exclude the
config from the wrapped project (puppetserver) and just",
morph.syn.adversative,commit:4b2d3675a4788c4becd67020edfc38dc6cd07580:commit_message,But,"Update build.rake

the 'build?token=' access method does not work in the latest jenkins core version.
But using the other original case where JENKINS_USER_AUTH=<LDAP username>:<token>
should work",
morph.syn.adversative,commit:c3b5150de4631d4f65f4d789013de40f73dd5c41:commit_message,However,"(EZ-140) Allow excluding projects from ezbake resource search

Previously, ezbake would search all of the dependencies that it compiled
into the uberjar for ezbake config resources (e.g. CLI scripts and conf
files). However, we have a usecase now where one ezbake project is
wrapping another standalone ezbake project, so we want to exclude the
config from the wrapped project (puppetserver) and just",
morph.syn.adversative,pr:OpenVoxProject/ezbake:27:comment_body:13,But,"this was more of a 'just in case we want to set explicit paths for debian in the future as well' :D But yes, right now it doesn't make much sense",
morph.syn.adversative,pr:OpenVoxProject/ezbake:37:comment_body:8,but,"Right, this is going to fail hard when the port is changed to something else than 8140, so I wouldn't recommend it.

In Debian we ship [this service unit](https://sources.debian.org/src/puppetserver/8.7.0-5/debian/puppetserver.service/) which is basically the same in principle, but instead it uses a quirk from trapperkeeper where it writes  in a file called  in the runtime directory when it's do",
morph.syn.adversative,commit:07b2bf5d148ccc15fd3b5fc4d80c8bc4dc870369:commit_message,however,"(re-4883) Update service account info on upgrade

Currently, we are creating the user and group if they
do not exist, however in some cases, like the upgrade from
3.8 to 2015.2, some of the information is changing and needs
to be updated in the service account (like home directory)

This adds logic to set the service account's home directory, group
and GECOS information appropriately if the user a",
morph.syn.adversative,commit:653385eb3ff0eabe34c25924e1ffc4f78c428961:commit_message,however,"(EZ-110) Retain qualifying coordinate info when snapshot version expanded

Previously, work was done to expand SNAPSHOT versions to the version of
the actual artifact previously deployed to a repository.  In the process
of expansion, any qualifying info on the coordinate, e.g., any
exclusions, was lost.  The resulting uberjar which was built would still
honor the qualifying info, however, the ezba",
morph.syn.adversative,pr:OpenVoxProject/ezbake:37:comment_body:7,but,"This is not a major issue because long running migrations are so infrequently run, but just wanted to call it out.

openVoxDB will bind its port during startup, but before migrations are run, but it will reject all queries until migrations are finished. So I think this will report the service as ready before it can respond to queries. This may be a problem for catalog applications that apply a l",
morph.syn.adversative,commit:c6b942f590940c0cf60e04cf09b7a23ff0990d18:commit_message,but,"(RE-12082) Revert libuser changes

This commit reverts the changes made to address PE-24606. We encountered
installation failure when bumping puppetserver to a version of ezbake with
these changes. There were several issues with this work, the largest of which
being the fact that there is no libuser package for sles and there is a bug in
libuser1, a dependency of libuser, for debian 8 (jessie) and",
morph.syn.adversative,commit:102656545335bcb2b54f4da2dd30830e3284c0b8:commit_message,However,"(EZ-112) Don't start puppetserver until networking comes online
pe-puppetserver has a dependency on the network.target, which ensures that the network is started prior to starting the pe-puppetserver. However, the pe-puppetserver really needs the network to be online prior to starting if it has to do any DNS lookups. Since the service can start prior to the network coming online, it can cause nscd",
morph.syn.adversative,commit:fbe85f9c6e28c36b6016e3d80490b2f1744c0282:commit_message,however,"(EZ-110) Add immediate project jar into additional uberjar

Previously, the additional uberjar functionality appended the immediate
project jar as a dependency of itself in order for its content to be
generated into the uberjar.  This logic, however, did not work when the
project had any dependency overrides in the uberjar profile.  In that
case, none of the content from the immediate jar ended up",
morph.syn.adversative,commit:96856ce0b009cb64a58ab472224f9908f3dfe119:commit_message,but,"(EZ-15) Fix lein-ezbake rebased onto TK-112 changes.

Previous to this commit in the  work there were several functions
with redundant behavior factored into the single function called
. TK-112 modified one of the removed functions by causing it to
copy files from the ""global"" templates but in fact the entire ""global"" template
directory is already copied by another function earlier during the stag",
morph.syn.adversative,commit:009df4251250951339bac9ab7cddb0a1823eee8f:commit_message,but,"(EZ-59) Pass mirrors setting to aether

This commit improves the places where ezbake calls into
pomegranate/aether to make sure that we are passing through
the value for the  setting from the project (or
from the user profile), so that aether will look for artifacts
in our nexus repository before going out to clojars or
maven central.  This should improve performance and reduce
network I/O for our",
morph.syn.adversative,pr:OpenVoxProject/ezbake:78:body,but,"When building for FIPS, we need to include the Bouncycastle FIPS jars in the package, but the code can not be included in the uberjar since they are signed jars. Therefore, we need to be able to pull down the version we are building against and then put them in the package.

To do this, we pull the particular jars we are building against directly from the classpath and maven cache, and ezbake th",
morph.syn.adversative,commit:1b44a38070fcd690f9bd12819a6b4e1f4b4fce25:commit_message,but,"Add :classpath-jars and :project-files features

When building for FIPS, we need to include the Bouncycastle FIPS jars in
the package, but the code can not be included in the uberjar since they
are signed jars. Therefore, we need to be able to pull down the version
we are building against and then put them in the package.

To do this, we pull the particular jars we are building against directly
fr",
morph.syn.adversative,commit:bd3773483cc4d2832facc07a63ec480fa91f5f27:commit_message,though,"(EZ-97) Output fail log message for Debian when start fails

This commit changes the logic for interpreting the result of a start
operation to log an exit code of 1 as a ""failure"" instead of as a
""success"".  Previously, the logic would erroneously log ""OK"" to output
even though the start command had actually failed.",
morph.syn.adversative,commit:1b44a38070fcd690f9bd12819a6b4e1f4b4fce25:commit_message,but,"Add :classpath-jars and :project-files features

When building for FIPS, we need to include the Bouncycastle FIPS jars in
the package, but the code can not be included in the uberjar since they
are signed jars. Therefore, we need to be able to pull down the version
we are building against and then put them in the package.

To do this, we pull the particular jars we are building against directly
fr",
morph.syn.adversative,commit:7bae2fd0ce44e34b93d5410eccf4f0904a36dc61:commit_message,however,"(EZ-103) Address incorrect rundir perms

Prior to this commit, we had been creating the rundir, but sometimes
with permissions which prevented the service from being able to create
its own pidfile.  In these cases, the Java process could be launched
successfully and the service start command could still return success.
Any subsequent attempts to ask the service framework for status on the
service,",
morph.syn.adversative,pr:OpenVoxProject/ezbake:8:comment_body:9,but,"Agreed on the automated testing.

I'd really like to move away from FPM and use native packaging mechanisms where possible. If you use that then at least for RPMs you could use [packit](https://packit.dev) to create RPMs for every PR to  and run end-to-end tests with it using [Testing Farm](https://docs.testing-farm.io).

This cleanup is IMHO a good start to see what actually needs to be done.",
morph.syn.adversative,pr:OpenVoxProject/ezbake:8:comment_body:12,but,"I'm currently using their container for SLES 15
https://github.com/OpenVoxProject/vanagon/blob/38e78d96bd14510e236a1f5137ad87e67a110dfe/lib/vanagon/platform/defaults/sles-15-x86_64.rb#L24

They have one for 12, but I ran into issues with the openvox build on it.  I don't recall what they were, but I should probably try again, since it looks like they updated the image since I last tried.

 Lo",
morph.syn.adversative,pr:OpenVoxProject/ezbake:43:body,but,"We added it everywhere else, but need to add it here as well.",
morph.syn.adversative,pr:OpenVoxProject/ezbake:82:body,though,"#### Pull Request (PR) description
Simialr to https://github.com/OpenVoxProject/openvox-server/pull/204. The per-PR artifact archive is missing the  extension even though it's a Zip archive. This PR fixes that.

#### This Pull Request (PR) fixes the following issues
n/a",
morph.syn.adversative,commit:98652b80586a17c0dfa8554165e54fb89de02c41:commit_message,but,"(maint) We were generating invalid Replaces and Conflicts lines in debs

FPM provides some utilities for munging the Conflicts dependencies into
the format debian wanted, but we weren't properly formatting the
strings. Since replaces doesn't use the same munging
(https://github.com/jordansissel/fpm/pull/1442) move to using properly
formatted dependencies. Also, make sure we're conflicting/replacin",
morph.syn.adversative,pr:OpenVoxProject/ezbake:27:comment_body:26,but,"That makes sense. what is doing what when is confusing, but I don't think that's the fault of your pr :)",
morph.syn.adversative,commit:f3e8bba0f21580db789f9ce75f6642e6619c8533:commit_message,but,"Version 0.3.0-SNAPSHOT

Without this patch the master branch of ezbake has the same version as
the stable branch.  This is a problem because we're going to need to
make changes to the master branch for the new AIO path specification,
but we also need to do releases of 0.2.x for previous puppet-server
stable releases and such.

This patch addresses the problem by establishing the master branch as
v",
morph.syn.adversative,pr:OpenVoxProject/ezbake:104:body,but,"This reverts commit 814ee0cc8476db873239fc60b8b8a93a99e1abe3.

Since the merge of https://github.com/OpenVoxProject/ezbake/pull/103, we switched the systemd unit from  to . Because of that, systemd can properly track the process and doesn't need the pidfile anymore. Because of that, we can revert 814ee0cc8476db873239fc60b8b8a93a99e1abe3. This was partially done in https://github.com/OpenVoxProje",
morph.syn.adversative,pr:OpenVoxProject/ezbake:99:comment_body:7,but,"Looks like the issue runs deeper (but only for SLES). On SLES we need to find a source for .

I'm not sure how else it would be possible to expand the macros.",
morph.syn.adversative,pr:OpenVoxProject/ezbake:8:comment_body:12,but,"I'm currently using their container for SLES 15
https://github.com/OpenVoxProject/vanagon/blob/38e78d96bd14510e236a1f5137ad87e67a110dfe/lib/vanagon/platform/defaults/sles-15-x86_64.rb#L24

They have one for 12, but I ran into issues with the openvox build on it.  I don't recall what they were, but I should probably try again, since it looks like they updated the image since I last tried.

 Lo",
morph.syn.adversative,commit:0d03169b2ebc107bba914295a6297eaafad081a3:commit_message,however,"(SERVER-2602) Do not manage egd

This setting is of little value in Java 8+ and we've seen no difference
anecdotally between explicitly configuring /dev/urandom as a source vs
using the JVMs defaults.

We will be explicitly setting this to /dev/random for FIPS enabled
builds, however we will do so via the JAVA_ARGS variable. FOSS users who
would like to manage their egd source should use JAVA_ARGS",
morph.syn.adversative,commit:bcb5026b7482077303a12d19385755fac3fda7fb:commit_message,but,"(EZ-21) Lay down logrotate for ezbake packages

Ezbake packages can generate a lot of logs, so this commit adds
automatic log rotation for anything in the /var/log/$project directory.
Unfortunately, logrotate scripts are terrible because between certain
versions a line is required in the configuration, without which errors
are generated, but that is not recognized on earlier versions of
logrotate.",
morph.syn.adversative,commit:8285a62e5cd44f298b5783cacb8b43f3a5fb74cc:commit_message,but,"(EZ-52) Add custom created directories to the rpm

Previously in ezbake, custom directories would be added to the buildroot
for rpm, but would not be added to the %files section of the rpm, which
means they would not be included in the package generated. This commit
adds %dir declarations for each dir in create_dirs, and assigns it the
same permissions and ownership that the install.sh postinst wi",
morph.syn.adversative,commit:90dcd5d502c19158ca4f13c154c16fcff02eeda3:commit_message,But,"Eliminate net-tools dependency

ezbake-functions.sh.erb uses the deprecated netstat from the
deprecated net-tools package. But I can't find any uses of the
functions in ezbake-functions.sh.erb, so let's remove it. The
functions were used in the wrappers which were eliminated in #5.

Fixes #13.

Signed-off-by: Tim Meusel <tim.de>",
morph.syn.adversative,pr:OpenVoxProject/ezbake:42:comment_body:3,However,I gave this a quick local test and it's working fine. However I have no time right now to kick of the acceptance tests with that. It would be great if a few people could test this and provide feedback.,
morph.syn.adversative,pr:OpenVoxProject/ezbake:16:comment_body:2,but,"There's a bit of clojure stuff, but I'm not really sure how to properly clean that up :( and I didn't want to break it.",
morph.syn.adversative,pr:OpenVoxProject/ezbake:8:comment_body:13,but,"Agreed on the automated testing.

I'd really like to move away from FPM and use native packaging mechanisms where possible. If you use that then at least for RPMs you could use [packit](https://packit.dev) to create RPMs for every PR to  and run end-to-end tests with it using [Testing Farm](https://docs.testing-farm.io).

This cleanup is IMHO a good start to see what actually needs to be done.",
morph.syn.adversative,commit:92edb66558ca7cdfe77b33e853839c3fb993659e:commit_message,but,"Patch java_bin if overridden

In 9768a77de95ff19f66f4b328fc60efe69f5f3a6b the java binary was
overridden, but this didn't have a point because it's not available when
the files are rendered. They only have access to the ezbake config.

This takes an approach of patching the files after the fact. It writes
out backup files that are restored after. That is to deal with the fact
that our build proces",
morph.syn.adversative,commit:5ab8404e7fabaac796824fe0018564402d6c612e:commit_message,but,"(MAINT) change deb  args and add an output to reload call
Previously, the reload case would just reload, but now it prints a message
on whether or not it succeeded",
morph.syn.adversative,pr:OpenVoxProject/ezbake:16:comment_body:8,but,"There's a bit of clojure stuff, but I'm not really sure how to properly clean that up :( and I didn't want to break it.",
morph.syn.adversative,pr:OpenVoxProject/ezbake:2:comment_body:13,but,EL7 isn't entirely dead downstream but that's more on the agent side. I think we can stop building server because at least in Satellite we don't support that.,
morph.syn.adversative,pr:OpenVoxProject/ezbake:2:comment_body:7,But,We're still building el7 for the moment.  But I'd be in favor of dropping it if everyone else is.,
morph.syn.adversative,pr:OpenVoxProject/ezbake:37:comment_body:3,but,"A little bit background: Some time ago the unit file used a wrapper:



This triggered https://github.com/OpenVoxProject/ezbake/blob/adbe61f034bd179e5b4c76bddbd059cb6005794a/resources/puppetlabs/lein-ezbake/template/global/ext/cli/start.erb.

Because it's a sysv leftover, we removed it and the unit now calls java directly. Since openvoxdb/openvox-server don't implement sd_notify, systemd doe",
morph.syn.adversative,pr:OpenVoxProject/ezbake:8:comment_body:5,But,"I had problems getting a SLES 12 container to work.  But if it's helpful, I can pick that back up and see if I can get it working.

 I built openvox-server and openvoxdb with a version of ezbake that includes these changes.  I don't have much time to test them today, but anyone feel free to poke at them and see if there are any issues.

https://artifacts.overlookinfratech.com/#openvox-server/9",
morph.syn.adversative,commit:a203f71818bf366d7bf0e9d30461381827dc954a:commit_message,but,"(EZ-124) Use consistent timestamps

We use timestamps for two separate parts of the  action. Since
the timestamps only record the time to the minute, this only causes
issues when the timing is just right, but when it does it leads to
a mismatch in package version and the directory the packages are shipped
to.

This commit updates the stage action to generate the timestamp once and
pass it through ",
morph.syn.adversative,commit:ed974e71322a99abe21203f19b0cc471a63c25bf:commit_message,but,"(maint) Remove legacy-build

In 87dcc4da73a9607ba807246c2e53adc84628f416 we removed rpm and deb
packaging artifacts that aren't used by FPM, but we did not remove the
legacy-build action that used those artifacts.

This removes the ability to build packages using anything other than
FPM.",
morph.syn.adversative,pr:OpenVoxProject/ezbake:27:comment_body:25,But,"It's not required. But in case my hack here doesn't catch the java bin, or we are on a platform where we don't have an explicit java version, we end up with /usr/bin/java and that works for 80% of the situations.",
morph.syn.adversative,pr:OpenVoxProject/ezbake:8:comment_body:8,but,"I'm currently using their container for SLES 15
https://github.com/OpenVoxProject/vanagon/blob/38e78d96bd14510e236a1f5137ad87e67a110dfe/lib/vanagon/platform/defaults/sles-15-x86_64.rb#L24

They have one for 12, but I ran into issues with the openvox build on it.  I don't recall what they were, but I should probably try again, since it looks like they updated the image since I last tried.

 Lo",
morph.syn.adversative,commit:96856ce0b009cb64a58ab472224f9908f3dfe119:commit_message,but,"(EZ-15) Fix lein-ezbake rebased onto TK-112 changes.

Previous to this commit in the  work there were several functions
with redundant behavior factored into the single function called
. TK-112 modified one of the removed functions by causing it to
copy files from the ""global"" templates but in fact the entire ""global"" template
directory is already copied by another function earlier during the stag",
morph.syn.adversative,commit:2cefcea158de0ef7f1a5628438b04d840181267d:commit_message,but,"(RE-6278) Update permissions for ""projconfdir"".

Prior to this commit, Ezbake packages install the
'projconfdir' with 'root:root' ownership and
'755' permissions.

We should probably remove read/execute permissions
to this directory for the 'other/world' group, but
preserve the same permissions for project service
accounts.

This commit updates Ezbake to (1) install the
'projconfdir' with '750' pe",
morph.syn.adversative,commit:03d31f4d655cb365f5bead545374e98e46212eae:commit_message,but,"Bump version number to 4.0.0-SNAPSHOT

The 3.0.0 tag was burned in August 2025, but development ended up
reverting to the 2.x branch. This commit jumps the version number
to 4.0 to, hopefully, minimize confusion.

Signed-off-by: Charlie Sharpsteen <charlie.com>",
morph.mod.deontic,commit:1be11d7efafb4e5b46859f66d4a22ad70507d6d1:commit_message,should,"(PDB-1455) Fix pe/foss inconsistencies and bug with using ruby detection in spec/rules.erb

This patch solves an initial bug with ruby detection, but also attempts to find
other cases where PE and FOSS differ by removing as much variation as well.

Lots of incosistencies and bugs were found in this exercise:

* Users created using old FOSS based homedirs
* Removal of log files for FOSS was removin",
morph.mod.deontic,commit:71301a86c9d8a2dc19dce7bd8250c9a92d66aa39:commit_message,should,"(SERVER-1670) Stop autogenerating dependencies for RPM packages

Currently the generated RPM packages will automatically generate
a set of requirements based on the contents of the package. This
has become an issue with puppet-server 2.7.0, as adding gems
to the package inadvertently added a dependency on system ruby.

This adds 'AutoReq: 0' to the RPM specs to stop generating automatic
dependency",
morph.mod.deontic,commit:0e4a3f145f4eb72505c77e14c8f9e05b55ce7c9e:commit_message,must,"(maint) Resolve snapshot dep versions.

During staging, replace all SNAPSHOT dependency versions with the
most recently deployed version. This makes the builds transparent since
we'll know exactly which maven artifacts are in it, and improves
reproducibility since there must be a deployed snapshot version (locally
deployed snapshots are not permitted). If no deployed version of
a snapshotted depen",
morph.mod.deontic,commit:bae92ab53c26f8dc1abc1db1c58d4811aa213de0:commit_message,should,"Merge pull request #570 from underscorgan/tickets/master/ez-135

(EZ-135) PE packages should depend on pe-bouncy-castle-jars",
morph.mod.deontic,commit:ac64d971800c60092f1c2d210b9261cb918dae72:commit_message,should,"(RE-4396) Do not build stable or testing

We should only be building debian packages for the codenames of the
different available debian platforms. We are currenly building packages
twice for each platform as the moment, since we are building both wheezy
and stable, when we could just be building wheezy. From this logic, we
should not be building packages for oldstable, stable, testing, or
unstabl",
morph.mod.deontic,commit:f0e179057f00c0349aab58a6a9a4f84b335c56ec:commit_message,should,"Merge pull request #251 from shrug/master

(re-4753) rundir should not be ghosted",
morph.mod.deontic,pr:OpenVoxProject/ezbake:35:comment_body:3,shall,I don't like quoting here btw.. shall we change to,
morph.mod.deontic,commit:5e6a272923b117f25a664692a948dc857ce174aa:commit_message,should,"Allow templating project file using command line arguments

Any arguments after the first two will be interpreted as variables to be used
in templating the project file. Each argument should be of the form
variable=value. These will be interpolated before the project file is
interpreted by ezbake.",
morph.mod.deontic,commit:09c7612537dda1e6b047003fbdcecf12242cd8d3:commit_message,should,"(EZ-97) Remove pidfile just before start

This commit removes an old pidfile for a service process just before
starting up a new process.  Previously, if an old pid file had been in
place but the start failed, the underlying service script might
interpret the result of the start as 'success' when it should be
'failed'.",
morph.mod.deontic,commit:09210de2db97fde91f41e22bf011f5b5893f7918:commit_message,should,"(maint) Add real-name to the ezbake.rb

Because of how PE is generally laid out, the confdir for a project like
pe-classifier should be /etc/puppetlabs/classifier and the datadir
should be /opt/puppet/share/classifier. They are currently
/etc/puppetlabs/pe-classifier and /opt/puppet/share/pe-classifier. This
commit adds the real-name element to ezbake.rb, to make the non-prefixed
name available to",
morph.mod.deontic,commit:df61ea7a60e4d4a79864f2847bc3a113efa80351:commit_message,must,"(EZ-101) Add README note about minimum TK version dep for restart-file

This commit adds a note to the README.md about the minimum TK version
which an app must use in order for services to be started successfully
by packages built using the new  feature in TK.",
morph.mod.deontic,commit:653385eb3ff0eabe34c25924e1ffc4f78c428961:commit_message,should,"(EZ-110) Retain qualifying coordinate info when snapshot version expanded

Previously, work was done to expand SNAPSHOT versions to the version of
the actual artifact previously deployed to a repository.  In the process
of expansion, any qualifying info on the coordinate, e.g., any
exclusions, was lost.  The resulting uberjar which was built would still
honor the qualifying info, however, the ezba",
morph.mod.deontic,commit:6ded06ef54ef48279bd1e9e15dac72b7746f721b:commit_message,should,"(PDB-2058) Modify project.clj for publishing to clojars

Since we are now public, we should be pushing to clojars instead
of our internal repository.

Signed-off-by: Ken Barber <ken.sh>",
morph.mod.deontic,commit:009df4251250951339bac9ab7cddb0a1823eee8f:commit_message,should,"(EZ-59) Pass mirrors setting to aether

This commit improves the places where ezbake calls into
pomegranate/aether to make sure that we are passing through
the value for the  setting from the project (or
from the user profile), so that aether will look for artifacts
in our nexus repository before going out to clojars or
maven central.  This should improve performance and reduce
network I/O for our",
morph.mod.deontic,commit:8a6a4515ce6195c3dc78f601bcc40c7cdf53a7cc:commit_message,should,"Merge pull request #357 from camlow325/bug/master/EZ-97-start-command-error-immediately-when-process-dies-at-startup

(EZ-97) Start / reload commands should error immediately after Java process dies",
morph.mod.deontic,commit:0d03169b2ebc107bba914295a6297eaafad081a3:commit_message,should,"(SERVER-2602) Do not manage egd

This setting is of little value in Java 8+ and we've seen no difference
anecdotally between explicitly configuring /dev/urandom as a source vs
using the JVMs defaults.

We will be explicitly setting this to /dev/random for FIPS enabled
builds, however we will do so via the JAVA_ARGS variable. FOSS users who
would like to manage their egd source should use JAVA_ARGS",
morph.mod.deontic,pr:OpenVoxProject/ezbake:97:body,must,"The fpm script requires ostruct, and Ruby 4 no longer ships it by default, so we must add it to the global Gemfile.



#### Pull Request (PR) description


#### This Pull Request (PR) fixes the following issues",
morph.mod.deontic,commit:58b39960427db01ad4cbfd77ddc4492f6e3f7cd2:commit_message,should,"(EZ-72) Support split bootstrap in configuration

This commit adds support to ezbake for splitting a project's bootstrap files
between /etc/puppetlabs/{project}/services.d/ and
/opt/puppetlabs/server/apps/{project}/config/services.d/

This serves the ultimate goal of putting user-configurable service entries
in one location, and the services that should not be modified in another.

It accomplishes",
morph.mod.deontic,pr:OpenVoxProject/ezbake:8:comment_body:8,should,"I'm currently using their container for SLES 15
https://github.com/OpenVoxProject/vanagon/blob/38e78d96bd14510e236a1f5137ad87e67a110dfe/lib/vanagon/platform/defaults/sles-15-x86_64.rb#L24

They have one for 12, but I ran into issues with the openvox build on it.  I don't recall what they were, but I should probably try again, since it looks like they updated the image since I last tried.

 Lo",
morph.mod.deontic,commit:e935005f2b5bdadab3a901e6f0a79a5d21e07764:commit_message,should,"Add a default value for java_bin

We set java_bin for various operating systems, but we should have a
default value.

Signed-off-by: Tim Meusel <tim.de>",
morph.mod.deontic,pr:OpenVoxProject/ezbake:31:comment_body:2,should,"Hi,
The backup and restore isn't working. When I build an EL8 and EL10 package, the EL10 package will use java 17. Java 17 is the default for EL8, EL10 should be Java 21.

To reproduce:",
morph.mod.deontic,pr:OpenVoxProject/ezbake:37:comment_body:6,Shall,My concern here is.. what if a person changes the listening port of an openvox-server/openvoxdb instance? Shall we parse the real config instead maybe? Or at least make it explicit in the config file to update the systemd unit file if the port is changed by some reason.,
morph.mod.deontic,commit:6b4462eb3a5ed9f6d94c216673222ba6f48c23d2:commit_message,should,"(EZ-20) EZBake defaults templates should create a separate variable for TrapperKeeper arguments
Adding TrapperKeeper-specific arguments to java_args, such as --debug, causes java to give up and exit.
This makes a separate variable, TK_ARGS, in the defaults file that could be used to adjust the flags passed to daemons and command line tools.",
