group,messages_sampled,messages_estimated,top_lang,top_lang_pct,en_pct,year_min,year_max,n_langs
gmane.network.openssh.general,20,1000,en,100.0,100.0,2002,2011,1
gmane.os.tru64.managers,20,1000,en,95.0,95.0,2002,2004,2
gmane.recreation.dance.tango.tango-l,20,1000,en,100.0,100.0,2007,2010,1
gmane.comp.java.openjdk.2d.devel,20,1000,en,85.0,85.0,2008,2019,3
gmane.comp.python.tornado,20,1000,en,95.0,95.0,2012,2018,2
gmane.comp.web.iphone.devel,20,1000,en,95.0,95.0,2007,2012,2
gmane.linux.debian.internationalization.italian,20,1000,it,90.0,5.0,2003,2016,3
gmane.comp.debugging.ddd.bugs,20,1000,ru,30.0,20.0,2002,2006,6
gmane.mail.spam.spamcop.geeks,20,1000,en,100.0,100.0,2002,2006,1
gmane.comp.apache.mina.cvs,20,1000,en,75.0,75.0,2007,2019,4
gmane.org.user-groups.linux.lugbz,20,1000,it,50.0,5.0,2005,2018,4
gmane.comp.lang.jython.user,20,1000,en,100.0,100.0,2003,2016,1
gmane.comp.xfree86.devel,20,1000,en,100.0,100.0,2003,2013,1
gmane.comp.gnome.apps.gnucash.german,20,1000,de,100.0,0.0,2003,2019,1
gmane.comp.apache.documentation,19,950,en,94.7,94.7,2002,2019,2
gmane.comp.apache.parquet.devel,19,950,en,63.2,63.2,2015,2019,3
gmane.comp.db.axion.devel,19,950,en,94.7,94.7,2005,2015,2
gmane.comp.embedded.openbricks.scm,19,950,en,52.6,52.6,2010,2014,2
gmane.comp.emulators.virtualbox.general,19,950,en,100.0,100.0,2007,2010,1
gmane.comp.gnome.apps.dia,19,950,en,89.5,89.5,2004,2014,3
gmane.comp.gnu.mcsim,19,950,en,63.2,63.2,2004,2007,2
gmane.comp.graphics.nebuladevice.cvs,19,950,en,52.6,52.6,2002,2006,2
gmane.comp.hardware.keyboards.layout.neo,19,950,de,100.0,0.0,2009,2018,1
gmane.comp.java.helma.cvs,19,950,en,84.2,84.2,2003,2009,4
gmane.comp.lang.d.phobos,19,950,en,94.7,94.7,2010,2016,2
gmane.comp.lang.io,19,950,en,100.0,100.0,2003,2011,1
gmane.comp.lang.perl.par,19,950,en,94.7,94.7,2003,2019,2
gmane.comp.lang.ruby.japanese,19,950,ja,100.0,0.0,2005,2016,1
gmane.comp.lang.ruby.rails.heroku,19,950,en,94.7,94.7,2008,2012,2
gmane.comp.lib.fluid.devel,19,950,en,100.0,100.0,2008,2016,1
gmane.comp.misc.linkstation.linux,19,950,en,100.0,100.0,2004,2007,1
gmane.comp.multimedia.gphoto.devel,19,950,en,100.0,100.0,2004,2019,1
gmane.comp.multimedia.webm.user,19,950,en,100.0,100.0,2010,2018,1
gmane.comp.package-management.openpkg.devel,19,950,en,100.0,100.0,2002,2007,1
gmane.comp.package-management.wpkg.user,19,950,en,94.7,94.7,2006,2012,2
gmane.comp.parsers.bison.patches,19,950,en,94.7,94.7,2004,2018,2
gmane.comp.programming.tools.gradle.devel,19,950,en,100.0,100.0,2008,2017,1
gmane.comp.science.graph.igraph.general,19,950,en,100.0,100.0,2007,2019,1
gmane.comp.sysutils.backup.bup,19,950,en,100.0,100.0,2011,2017,1
gmane.comp.web.gallery.devel,19,950,en,100.0,100.0,2003,2012,1
gmane.comp.web.wiki.phpwiki.checkins,19,950,en,84.2,84.2,2004,2014,3
gmane.ietf.core,19,950,en,100.0,100.0,2011,2019,1
gmane.linux.arch.brazil,19,950,pt,84.2,10.5,2009,2012,3
gmane.linux.debian.packages.pbuilder.devel,19,950,en,100.0,100.0,2005,2017,1
gmane.linux.debian.ports.mips,19,950,en,100.0,100.0,2002,2018,1
gmane.linux.distributions.crux.general,19,950,en,89.5,89.5,2005,2018,3
gmane.linux.hardware.blackfin.kernel.scm,19,950,UNKNOWN,89.5,10.5,2007,2012,2
gmane.linux.rpm.maintenance,19,950,en,100.0,100.0,2007,2019,1
gmane.linux.ubuntu.devel.changes.intrepid,19,950,en,100.0,100.0,2008,2008,1
gmane.linux.ubuntu.devel.ubuntu-studio,19,950,en,94.7,94.7,2008,2018,2
gmane.mail.ims.general,19,950,en,100.0,100.0,2006,2017,1
gmane.mail.wanderlust.general.japanese,19,950,en,47.4,47.4,2003,2016,3
gmane.network.observium.general,19,950,en,94.7,94.7,2012,2015,2
gmane.network.tor.devel,19,950,en,100.0,100.0,2011,2018,1
gmane.org.user-groups.ajug.members,19,950,en,100.0,100.0,2003,2016,1
gmane.org.wikimedia.toolserver,19,950,en,94.7,94.7,2006,2013,2
gmane.science.analysis.femlab,19,950,en,100.0,100.0,2006,2013,1
gmane.science.linguistics.wikipedia.wikimania,19,950,en,100.0,100.0,2005,2018,1
gmane.test,19,950,en,52.6,52.6,2003,2017,7
gmane.comp.apache.nifi.user,19,950,en,94.7,94.7,2016,2019,2
gmane.comp.audio.planetccrma.general,19,950,en,100.0,100.0,2004,2014,1
gmane.comp.audio.sursound,19,950,en,100.0,100.0,2011,2019,1
gmane.comp.cms.cold-fusion.user.azcfug,19,950,en,57.9,57.9,2000,2013,2
gmane.comp.emulators.guestfs,19,950,en,100.0,100.0,2011,2018,1
gmane.comp.freedesktop.xcb,19,950,en,100.0,100.0,2005,2016,1
gmane.comp.gis.proj-4.devel,19,950,en,100.0,100.0,2003,2019,1
gmane.comp.gnu.parted.bugs,19,950,en,78.9,78.9,2002,2017,4
gmane.comp.hardware.arduino.devel,19,950,en,100.0,100.0,2012,2018,1
gmane.comp.java.hibernate.devel,19,950,en,100.0,100.0,2002,2016,1
gmane.comp.lang.jruby.devel,19,950,en,100.0,100.0,2006,2012,1
gmane.comp.programming.vala,19,950,en,100.0,100.0,2007,2017,1
gmane.comp.python.education,19,950,en,100.0,100.0,2002,2019,1
gmane.comp.radio.tracker2,19,950,en,94.7,94.7,2009,2017,2
gmane.comp.video.xine.cvs,19,950,en,94.7,94.7,2006,2018,2
gmane.comp.web.egroupware.spanish,19,950,zh-cn,36.8,26.3,2006,2016,4
gmane.comp.windows.dotnet.ccnet.user,19,950,en,100.0,100.0,2005,2006,1
gmane.editors.lyx.documentation,19,950,en,84.2,84.2,2004,2018,3
gmane.ietf.netmod,19,950,en,94.7,94.7,2015,2019,2
gmane.linux.debian.conference.general,19,950,en,89.5,89.5,2007,2018,3
gmane.linux.debian.devel.secure-testing.general,19,950,en,94.7,94.7,2005,2017,2
gmane.linux.grisbi.devel.french,19,950,fr,84.2,5.3,2002,2018,4
gmane.lisp.openmcl.devel,19,950,en,94.7,94.7,2003,2017,2
gmane.network.instant-messaging.amsn.devel,19,950,en,100.0,100.0,2005,2010,1
gmane.network.netatalk.devel,19,950,en,94.7,94.7,2000,2016,2
gmane.network.olsr.devel,19,950,en,100.0,100.0,2006,2015,1
gmane.network.openldap.devel,19,950,en,100.0,100.0,2002,2017,1
gmane.org.ieee.comsoc.tccc,19,950,en,100.0,100.0,2011,2013,1
gmane.org.user-groups.dotnet.padnug,19,950,en,100.0,100.0,2004,2010,1
gmane.org.user-groups.linux.cwelug,19,950,en,100.0,100.0,2005,2012,1
gmane.org.wikimedia.gendergap,19,950,en,100.0,100.0,2011,2016,1
gmane.os.cygwin.announce,19,950,en,100.0,100.0,2003,2018,1
gmane.science.robotics.srobo.general,19,950,en,94.7,94.7,2011,2014,2
gmane.comp.clustering.clusterlabs.user,19,950,en,100.0,100.0,2015,2018,1
gmane.comp.clustering.opengridengine.user,19,950,en,94.7,94.7,2011,2016,2
gmane.comp.db.postgresql.devel.documentation,19,950,en,100.0,100.0,2003,2018,1
gmane.comp.education.edx.devel,19,950,en,100.0,100.0,2014,2018,1
gmane.comp.jakarta.taglibs.user,19,950,en,100.0,100.0,2002,2006,1
gmane.comp.java.cdi.seam.issues,19,950,en,57.9,57.9,2010,2013,2
gmane.comp.java.mule.devel,19,950,en,94.7,94.7,2005,2012,2
gmane.comp.lang.perl.perl-mongers.seattle,19,950,en,100.0,100.0,2004,2013,1
gmane.comp.package-management.rpm.devel,19,950,en,100.0,100.0,2007,2012,1
gmane.comp.security.apparmor,19,950,en,100.0,100.0,2012,2018,1
gmane.comp.telephony.openh323.general,19,950,en,100.0,100.0,2004,2007,1
gmane.comp.version-control.cvs.tortoisecvs.user,19,950,en,100.0,100.0,2002,2008,1
gmane.comp.web.egroupware.italian,19,950,it,73.7,10.5,2008,2014,3
gmane.comp.windows.devel.dotnet.web,19,950,en,94.7,94.7,2003,2006,2
gmane.editors.vim.mac,19,950,en,100.0,100.0,2007,2014,1
gmane.ietf.rfc.interest,19,950,en,94.7,94.7,2008,2016,2
gmane.linux.drivers.madwifi.tickets,19,950,en,94.7,94.7,2005,2010,2
gmane.linux.skolelinux.user.german,19,950,de,100.0,0.0,2005,2014,1
gmane.linux.ubuntu.translators.it,19,950,it,78.9,10.5,2007,2013,4
gmane.lisp.ecl.general,19,950,en,100.0,100.0,2004,2016,1
gmane.network.dns.operations,19,950,en,100.0,100.0,2012,2018,1
gmane.org.user-groups.frsag,19,950,fr,100.0,0.0,2010,2019,1
gmane.recreation.alb-club,19,950,sq,73.7,15.8,2004,2008,4
gmane.text.xml.security.devel,19,950,en,100.0,100.0,2002,2017,1
gmane.comp.gnome.apps.balsa,19,950,en,100.0,100.0,2002,2019,1
gmane.comp.gnome.mono.monodroid,19,950,en,100.0,100.0,2011,2017,1
gmane.comp.misc.suckless.scm,19,950,en,94.7,94.7,2013,2018,2
gmane.comp.php.cvs.zend,19,950,UNKNOWN,52.6,47.4,2002,2009,2
gmane.comp.tex.bibtex.bibdesk.user,19,950,en,100.0,100.0,2007,2016,1
gmane.comp.web.egroupware.french,19,950,fr,89.5,10.5,2005,2010,2
gmane.comp.web.selenium.devel,19,950,en,100.0,100.0,2010,2016,1
gmane.user-groups.linux.kolkata,19,950,en,100.0,100.0,2003,2008,1
gmane.comp.cms.xaraya.bk-notices,19,950,en,100.0,100.0,2003,2005,1
gmane.comp.debugging.lldb.devel,19,950,en,100.0,100.0,2011,2015,1
gmane.linux.kernel.debugging.kgdb.bugs,19,950,en,94.7,94.7,2006,2019,2
gmane.comp.java.izpack.cvs,19,950,en,63.2,63.2,2006,2015,3
gmane.comp.python.sqlobject,19,950,en,94.7,94.7,2003,2011,2
gmane.comp.ai.opencog.user,18,900,en,100.0,100.0,2015,2017,1
gmane.comp.apache.mina.user,18,900,en,100.0,100.0,2008,2014,1
gmane.comp.audio.rosegarden.devel,18,900,en,100.0,100.0,2005,2015,1
gmane.comp.autopackage.devel,18,900,en,100.0,100.0,2004,2009,1
gmane.comp.desktop.rox.user,18,900,en,100.0,100.0,2002,2009,1
gmane.comp.desktop.xfce.bugs,18,900,en,100.0,100.0,2006,2019,1
gmane.comp.emulators.virtualbox.devel,18,900,en,100.0,100.0,2007,2017,1
gmane.comp.gis.openstreetmap.region.dk,18,900,da,88.9,5.6,2009,2018,3
gmane.comp.gnome.internationalization.french,18,900,fr,100.0,0.0,2006,2018,1
gmane.comp.gnome.mono.monotouch,18,900,en,94.4,94.4,2011,2012,2
gmane.comp.graphics.argyllcms,18,900,en,100.0,100.0,2008,2014,1
gmane.comp.graphics.png.devel,18,900,en,100.0,100.0,2004,2015,1
gmane.comp.ide.eclipse.e4.devel,18,900,en,83.3,83.3,2009,2016,2
gmane.comp.ide.eclipse.equinox.devel,18,900,en,83.3,83.3,2006,2016,3
gmane.comp.java.netbeans.user-interface,18,900,en,100.0,100.0,2000,2007,1
gmane.comp.kde.users.multimedia,18,900,en,94.4,94.4,2002,2017,2
gmane.comp.lang.ml.mlton.devel,18,900,en,94.4,94.4,2004,2013,2
gmane.comp.lib.boost.cvs,18,900,en,94.4,94.4,2006,2007,2
gmane.comp.lib.boost.testing,18,900,en,100.0,100.0,2005,2017,1
gmane.comp.lib.mitk.user,18,900,en,100.0,100.0,2009,2018,1
gmane.comp.mathematics.fenics.dolfin,18,900,en,100.0,100.0,2008,2009,1
gmane.comp.printing.cups.devel,18,900,en,100.0,100.0,2004,2018,1
gmane.comp.python.zope.zodb.cvs,18,900,en,88.9,88.9,2002,2012,3
gmane.comp.sysutils.automake.bugs,18,900,en,88.9,88.9,2002,2017,3
gmane.comp.sysutils.docker.user,18,900,en,100.0,100.0,2013,2016,1
gmane.comp.version-control.coccinelle,18,900,en,94.4,94.4,2010,2019,2
gmane.comp.version-control.cvs.windows-nt.user,18,900,en,100.0,100.0,2002,2009,1
gmane.comp.web.nginx.devel,18,900,en,100.0,100.0,2013,2018,1
gmane.comp.web.pound.general,18,900,en,100.0,100.0,2003,2019,1
gmane.comp.web.watir.general,18,900,en,100.0,100.0,2005,2007,1
gmane.education.libraries.mela,18,900,en,100.0,100.0,1995,2017,1
gmane.emacs.gnus.semi.japanese,18,900,en,61.1,61.1,2004,2006,3
gmane.ietf.int,18,900,en,100.0,100.0,2006,2019,1
gmane.ietf.sigtran,18,900,en,100.0,100.0,2002,2010,1
gmane.linux.debian.alioth.reproducible-builds,18,900,en,100.0,100.0,2015,2018,1
gmane.linux.debian.devel.dak,18,900,en,100.0,100.0,2008,2017,1
gmane.linux.debian.devel.openldap,18,900,en,72.2,72.2,2005,2005,4
gmane.linux.distributions.gobo.general,18,900,en,94.4,94.4,2004,2014,2
gmane.linux.ports.xbox.devel,18,900,en,88.9,88.9,2002,2006,3
gmane.linux.redhat.fedora.mingw,18,900,en,94.4,94.4,2008,2016,2
gmane.linux.sourcemage.discuss,18,900,en,100.0,100.0,2005,2018,1
gmane.linux.ubuntu.devel.changes.raring,18,900,en,83.3,83.3,2012,2013,3
gmane.mail.squirrelmail.devel,18,900,en,94.4,94.4,2002,2009,2
gmane.network.remailers.remsaint,18,900,en,100.0,100.0,2003,2005,1
gmane.network.routing.click,18,900,en,100.0,100.0,2004,2012,1
gmane.org.user-groups.linux.dakarlug,18,900,fr,88.9,0.0,2009,2014,3
gmane.org.user-groups.linux.saratov,18,900,ru,94.4,0.0,2006,2018,2
gmane.org.user-groups.wikipedia.chinese,18,900,en,38.9,38.9,2006,2013,6
gmane.os.netbsd.ports.alpha,18,900,en,94.4,94.4,2002,2013,2
gmane.os.netbsd.ports.sparc64,18,900,en,100.0,100.0,2003,2018,1
gmane.science.chemistry.rdkit.user,18,900,en,100.0,100.0,2011,2019,1
gmane.science.linguistics.wikipedia.malayalam,18,900,ml,88.9,11.1,2008,2015,2
gmane.user-groups.linux.india.help,18,900,en,94.4,94.4,2003,2007,2
gmane.comp.apache.webservices.fx.devel,18,900,en,88.9,88.9,2004,2009,2
gmane.comp.cms.sakai.pedagogy,18,900,en,100.0,100.0,2008,2017,1
gmane.comp.gis.openstreetmap.region.ca,18,900,en,100.0,100.0,2008,2019,1
gmane.comp.gnu.coreutils.general,18,900,en,100.0,100.0,2010,2019,1
gmane.comp.handhelds.palm.peditors,18,900,en,100.0,100.0,2003,2007,1
gmane.comp.handhelds.tizen.devel,18,900,en,94.4,94.4,2013,2015,2
gmane.comp.hardware.avr.gcc,18,900,en,100.0,100.0,2003,2015,1
gmane.comp.jakarta.turbine.torque.devel,18,900,en,94.4,94.4,2003,2016,2
gmane.comp.lang.factor.general,18,900,en,100.0,100.0,2007,2019,1
gmane.comp.lang.ruby.macintosh.devel,18,900,en,100.0,100.0,2008,2013,1
gmane.comp.lang.ruby.nitro.general,18,900,en,100.0,100.0,2005,2007,1
gmane.comp.lib.libtom,18,900,en,50.0,50.0,2004,2018,4
gmane.comp.programming.hdf,18,900,en,100.0,100.0,2010,2017,1
gmane.comp.python.cherrypy,18,900,en,100.0,100.0,2003,2015,1
gmane.comp.sysutils.puppet.scm,18,900,UNKNOWN,50.0,44.4,2008,2014,3
gmane.comp.version-control.mercurial.tortoisehg.devel,18,900,en,100.0,100.0,2008,2010,1
gmane.comp.video.mesa3d.beignet,18,900,en,100.0,100.0,2013,2017,1
gmane.comp.web.zope.plone.product-developers,18,900,en,100.0,100.0,2007,2013,1
gmane.culture.religion.voodoo,18,900,en,94.4,94.4,2003,2015,2
gmane.editors.nano.devel,18,900,en,100.0,100.0,2002,2019,1
gmane.education.english.teflchina.life,18,900,en,100.0,100.0,2006,2011,1
gmane.linux.debian.devel.aptitude.general,18,900,en,94.4,94.4,2008,2017,2
gmane.linux.debian.devel.ctte,18,900,en,100.0,100.0,2002,2016,1
gmane.linux.french.lea,18,900,fr,100.0,0.0,2005,2016,1
gmane.linux.installation.cobbler,18,900,en,100.0,100.0,2008,2014,1
gmane.linux.kernel.rpi,18,900,en,100.0,100.0,2015,2018,1
gmane.linux.lse,18,900,en,77.8,77.8,2002,2016,2
gmane.linux.ubuntu.devel.changes.hardy,18,900,en,100.0,100.0,2007,2010,1
gmane.linux.ubuntu.devel.changes.karmic,18,900,en,88.9,88.9,2009,2011,3
gmane.network.monitoring.plugins.user,18,900,en,100.0,100.0,2002,2016,1
gmane.network.nagios.plugins,18,900,en,100.0,100.0,2003,2017,1
gmane.org.clubs.dba.waterways.ce,18,900,en,100.0,100.0,2013,2016,1
gmane.os.freebsd.mpd.user,18,900,zh-cn,61.1,27.8,2007,2010,4
gmane.os.netbsd.ports.vax,18,900,en,100.0,100.0,2002,2016,1
gmane.science.linguistics.wikipedia.research,18,900,en,100.0,100.0,2010,2018,1
gmane.comp.apache.directory.user,18,900,en,94.4,94.4,2007,2019,2
gmane.comp.cad.geda.devel,18,900,en,100.0,100.0,2005,2011,1
gmane.comp.jakarta.repository,18,900,en,66.7,66.7,2004,2010,6
gmane.comp.java.zookeeper.user,18,900,en,100.0,100.0,2011,2018,1
gmane.comp.lang.perl.perl-mongers.rio,18,900,pt,83.3,16.7,2005,2013,2
gmane.comp.lang.ruby.ironruby.devel,18,900,en,94.4,94.4,2008,2010,2
gmane.comp.multimedia.puredata.scm,18,900,en,100.0,100.0,2010,2017,1
gmane.comp.python.bio.general,18,900,en,100.0,100.0,2004,2018,1
gmane.comp.web.varnish.misc,18,900,en,100.0,100.0,2007,2017,1
gmane.emacs.ess.general,18,900,en,94.4,94.4,2004,2014,2
gmane.linux.debian.devel.ham,18,900,en,94.4,94.4,2002,2018,2
gmane.linux.network.opnfv.devel,18,900,en,94.4,94.4,2016,2019,2
gmane.linux.ubuntu.user.ubuntu-studio,18,900,en,100.0,100.0,2007,2016,1
gmane.lisp.scheme.gambit,18,900,en,100.0,100.0,2005,2016,1
gmane.network.jffnms.user,18,900,en,100.0,100.0,2004,2010,1
gmane.network.syndication.rss.devel,18,900,en,100.0,100.0,2000,2007,1
gmane.comp.apache.mod-perl.devel,18,900,en,94.4,94.4,2002,2016,2
gmane.comp.lang.eiffel.gobo.devel,18,900,en,100.0,100.0,2002,2011,1
gmane.comp.lang.smalltalk.squeak.beginners,18,900,en,100.0,100.0,2006,2014,1
gmane.culture.publications.dicas,18,900,pt,55.6,0.0,2006,2016,2
gmane.linux.distributions.equinux.general,18,900,es,88.9,5.6,2005,2010,3
gmane.linux.gentoo.alt,18,900,en,100.0,100.0,2007,2014,1
gmane.linux.suse.opensuse.devel.yast,18,900,en,100.0,100.0,2008,2016,1
gmane.linux.ubuntu.devel.changes.edgy,18,900,en,88.9,88.9,2006,2007,3
gmane.mail.qpsmtpd,18,900,en,100.0,100.0,2004,2012,1
gmane.network.freenx.general,18,900,en,100.0,100.0,2004,2012,1
gmane.os.freebsd.devel.pf4freebsd,18,900,en,94.4,94.4,2005,2017,2
gmane.user-groups.linux.india.cochin,18,900,en,100.0,100.0,2004,2014,1
gmane.comp.db.datomic.user,18,900,en,94.4,94.4,2012,2017,2
gmane.comp.serendipity.devel,18,900,en,100.0,100.0,2003,2008,1
gmane.comp.web.zope.italian,18,900,it,100.0,0.0,2003,2007,1
gmane.comp.window-managers.awesome.devel,18,900,en,100.0,100.0,2008,2013,1
gmane.comp.gis.gvsig.english,18,900,en,94.4,94.4,2006,2016,2
gmane.linux.drivers.ndiswrapper.general,18,900,en,100.0,100.0,2004,2006,1
gmane.linux.ubuntu.user.edubuntu,18,900,en,100.0,100.0,2006,2014,1
gmane.comp.bug-tracking.bugzilla.devel,17,850,en,100.0,100.0,2003,2012,1
gmane.comp.bug-tracking.flyspray.devel,17,850,en,100.0,100.0,2005,2018,1
gmane.comp.db.rddtool.munin.scm,17,850,en,100.0,100.0,2009,2018,1
gmane.comp.debugging.ddd.general,17,850,UNKNOWN,47.1,41.2,2003,2008,3
gmane.comp.documentfoundation.libreoffice.l10n,17,850,en,94.1,94.1,2011,2019,2
gmane.comp.gnome.apps.gnumeric,17,850,en,100.0,100.0,2002,2019,1
gmane.comp.gnome.dashboard.devel,17,850,en,94.1,94.1,2003,2008,2
gmane.comp.java.jooq.user,17,850,en,100.0,100.0,2011,2019,1
gmane.comp.java.openjdk.jigsaw,17,850,en,82.4,82.4,2015,2017,4
gmane.comp.kde.devel.krita,17,850,en,94.1,94.1,2007,2019,2
gmane.comp.kde.internationalization.russian,17,850,ru,94.1,0.0,2009,2016,2
gmane.comp.lang.r.mac,17,850,en,100.0,100.0,2005,2017,1
gmane.comp.lib.netcdf.conventions,17,850,en,94.1,94.1,2008,2018,2
gmane.comp.mozilla.general.french,17,850,fr,100.0,0.0,2004,2011,1
gmane.comp.multimedia.ogg.vorbis.devel,17,850,en,100.0,100.0,2002,2009,1
gmane.comp.openoffice.general.russian,17,850,ru,88.2,5.9,2005,2009,3
gmane.comp.python.db.psycopg.devel,17,850,en,94.1,94.1,2003,2006,2
gmane.comp.security.ids.prelude.cvs,17,850,en,88.2,88.2,2003,2010,2
gmane.comp.web.freemarker.user,17,850,en,100.0,100.0,2003,2011,1
gmane.comp.web.html.general,17,850,en,88.2,88.2,2002,2008,3
gmane.culture.studies.media,17,850,en,100.0,100.0,2002,2014,1
gmane.editors.winedt,17,850,en,100.0,100.0,2004,2018,1
gmane.education.english.teflchina.general,17,850,en,100.0,100.0,2006,2016,1
gmane.emacs.macintosh.osx,17,850,en,100.0,100.0,2004,2014,1
gmane.linux.cluster.ssic.cvs,17,850,en,94.1,94.1,2003,2009,2
gmane.linux.gentoo.server,17,850,en,94.1,94.1,2004,2011,2
gmane.linux.jpackage.announce,17,850,en,100.0,100.0,2003,2013,1
gmane.linux.redhat.fedora.fudcon,17,850,en,82.4,82.4,2011,2015,3
gmane.linux.trustix.contrib,17,850,en,100.0,100.0,2005,2006,1
gmane.linux.ubuntu.devel.changes.feisty,17,850,en,100.0,100.0,2006,2007,1
gmane.lisp.asdf.devel,17,850,en,100.0,100.0,2010,2019,1
gmane.lisp.picolisp.general,17,850,en,100.0,100.0,2009,2019,1
gmane.mail.becky.users,17,850,en,100.0,100.0,2006,2016,1
gmane.mail.postfix.user.spanish,17,850,es,88.2,0.0,2005,2013,2
gmane.network.openfabrics.enterprise,17,850,en,100.0,100.0,2008,2019,1
gmane.network.peer-to-peer.anonp2p,17,850,UNKNOWN,58.8,29.4,2005,2018,4
gmane.org.region.san-francisco.noisebridge.general,17,850,en,100.0,100.0,2014,2018,1
gmane.org.user-groups.qsite.lan,17,850,en,100.0,100.0,2004,2007,1
gmane.org.user-groups.unix.lug-bs,17,850,de,88.2,11.8,2005,2009,2
gmane.os.freebsd.stable-9.scm,17,850,en,100.0,100.0,2012,2016,1
gmane.os.macosx.mailmate.user,17,850,en,100.0,100.0,2015,2019,1
gmane.recreation.dance.tango.tango-uk,17,850,en,100.0,100.0,2012,2018,1
gmane.comp.db.rddtool.munin.general,17,850,en,100.0,100.0,2006,2014,1
gmane.comp.file-systems.tahoe.devel,17,850,en,100.0,100.0,2009,2015,1
gmane.comp.gis.openstreetmap.region.be,17,850,nl,64.7,35.3,2012,2018,2
gmane.comp.graphics.agg,17,850,en,94.1,94.1,2004,2016,2
gmane.comp.hardware.riscv.isa.devel,17,850,en,100.0,100.0,2016,2019,1
gmane.comp.java.grinder.user,17,850,en,100.0,100.0,2004,2015,1
gmane.comp.java.xstream.user,17,850,en,100.0,100.0,2005,2011,1
gmane.comp.mozilla.project-owners,17,850,en,100.0,100.0,2005,2012,1
gmane.comp.multimedia.gphoto.user,17,850,en,100.0,100.0,2004,2016,1
gmane.comp.python.org.europe,17,850,en,100.0,100.0,2002,2015,1
gmane.comp.web.flask.general,17,850,en,94.1,94.1,2011,2019,2
gmane.comp.web.netsurf.user,17,850,en,100.0,100.0,2007,2018,1
gmane.comp.web.turbogears.trunk,17,850,en,100.0,100.0,2006,2011,1
gmane.culture.language.b-hebrew,17,850,en,100.0,100.0,2010,2013,1
gmane.ietf.nat.behave,17,850,en,100.0,100.0,2005,2013,1
gmane.linux.altlinux.desktop,17,850,ru,94.1,0.0,2007,2009,2
gmane.linux.debian.devel.sysvinit,17,850,en,100.0,100.0,2007,2017,1
gmane.linux.gentoo.user.brazilian,17,850,pt,88.2,11.8,2005,2011,2
gmane.linux.redhat.release.valhalla,17,850,en,94.1,94.1,2002,2003,2
gmane.linux.ubuntu.server,17,850,en,100.0,100.0,2007,2017,1
gmane.mail.cgatepro.russian,17,850,ru,76.5,0.0,2004,2006,4
gmane.network.freenet.support,17,850,en,100.0,100.0,2003,2012,1
gmane.network.jabber.jsf.members,17,850,en,100.0,100.0,2001,2019,1
gmane.network.ninux.wireless,17,850,it,100.0,0.0,2014,2017,1
gmane.org.fsa-bg.literati,17,850,en,100.0,100.0,2007,2008,1
gmane.org.user-groups.sysadmin.lopsa.tech,17,850,en,100.0,100.0,2008,2014,1
gmane.org.w3c.html.rdf,17,850,en,94.1,94.1,2006,2010,2
gmane.comp.apache.cloudstack.user,17,850,en,88.2,88.2,2012,2013,3
gmane.comp.audio.eac.user,17,850,en,100.0,100.0,2003,2014,1
gmane.comp.db.mongodb.devel,17,850,en,100.0,100.0,2010,2017,1
gmane.comp.db.sequoia.general,17,850,en,94.1,94.1,2006,2008,2
gmane.comp.documentfoundation.discuss,17,850,en,100.0,100.0,2010,2016,1
gmane.comp.documentfoundation.libreoffice.qa,17,850,en,100.0,100.0,2011,2015,1
gmane.comp.misc.nslu2.general,17,850,en,100.0,100.0,2004,2012,1
gmane.comp.parsers.sparse,17,850,en,100.0,100.0,2006,2018,1
gmane.comp.security.firewalls.wizards,17,850,en,100.0,100.0,2002,2013,1
gmane.comp.web.analog.general,17,850,en,100.0,100.0,2003,2007,1
gmane.comp.web.semantic.dbpedia.general,17,850,en,100.0,100.0,2008,2017,1
gmane.ietf.secsh,17,850,en,100.0,100.0,2000,2017,1
gmane.linux.bios.flashrom,17,850,en,100.0,100.0,2012,2018,1
gmane.linux.debian.user.events-eu,17,850,en,94.1,94.1,2002,2019,2
gmane.linux.kernel.perf.user,17,850,en,100.0,100.0,2011,2019,1
gmane.linux.redhat.release.nahant.general,17,850,en,100.0,100.0,2005,2010,1
gmane.lisp.cmucl.devel,17,850,en,94.1,94.1,2002,2015,2
gmane.lisp.gcl.devel,17,850,en,100.0,100.0,2002,2014,1
gmane.network.etherboot.user,17,850,en,100.0,100.0,2002,2009,1
gmane.network.wireless.bay-area,17,850,en,100.0,100.0,2002,2005,1
gmane.os.freebsd.devel.gecko,17,850,en,94.1,94.1,2010,2019,2
gmane.os.solaris.opensolaris.storage.general,17,850,en,94.1,94.1,2007,2010,2
gmane.science.biology.gromacs.devel,17,850,en,100.0,100.0,2008,2017,1
gmane.comp.db.mysql.c++,17,850,en,100.0,100.0,2003,2010,1
gmane.comp.finance.ledger.smb.user,17,850,en,100.0,100.0,2007,2015,1
gmane.comp.gnome.evolution.devel,17,850,en,100.0,100.0,2002,2006,1
gmane.comp.security.ids.snort.devel,17,850,en,100.0,100.0,2002,2015,1
gmane.comp.security.websecurity,17,850,en,100.0,100.0,2006,2012,1
gmane.emacs.sources,17,850,en,76.5,76.5,2002,2018,2
gmane.linux.ubuntu.translators.general,17,850,en,100.0,100.0,2006,2017,1
gmane.mail.getmail.user,17,850,en,100.0,100.0,2003,2018,1
