group,messages_sampled,messages_estimated,top_lang,top_lang_pct,en_pct,year_min,year_max,n_langs
gmane.linux.redhat.fedora.reviews,970,48500,en,89.4,89.4,2006,2019,12
gmane.linux.redhat.fedora.general,924,46200,en,98.5,98.5,2003,2019,12
gmane.os.freebsd.devel.cvs.ports,877,43850,en,89.3,89.3,2003,2019,17
gmane.org.user-groups.linux.hungarian.flame,823,41150,hu,91.4,4.0,2004,2017,20
gmane.comp.emulators.xen.devel,777,38850,en,99.6,99.6,2004,2019,4
gmane.comp.python.bugs,752,37600,en,82.3,82.3,2000,2019,7
gmane.linux.suse.general,750,37500,en,98.4,98.4,2002,2019,9
gmane.comp.lang.ruby.general,732,36600,en,97.4,97.4,2002,2018,10
gmane.linux.altlinux.sisyphus.incominger,732,36600,UNKNOWN,61.3,36.1,2006,2019,11
gmane.comp.gnome.cvs,722,36100,en,88.8,88.8,2002,2006,18
gmane.comp.boot-loaders.u-boot,721,36050,en,98.1,98.1,2000,2019,12
gmane.comp.emulators.ovirt.engine.patches,708,35400,en,100.0,100.0,2012,2015,1
gmane.comp.db.postgresql.devel.general,703,35150,en,99.3,99.3,2002,2019,6
gmane.comp.lang.r.general,655,32750,en,97.6,97.6,2003,2019,12
gmane.linux.kernel.stable,649,32450,en,99.1,99.1,2010,2019,5
gmane.comp.java.jboss.user,648,32400,en,99.7,99.7,2002,2013,3
gmane.os.freebsd.questions,635,31750,en,99.2,99.2,2002,2019,4
gmane.comp.lang.ruby.rails,634,31700,en,97.5,97.5,2004,2019,11
gmane.linux.drivers.devicetree,605,30250,en,98.5,98.5,2008,2019,6
gmane.linux.gentoo.user,581,29050,en,98.5,98.5,2002,2019,6
gmane.comp.web.wiki.xwiki.scm,566,28300,en,43.5,43.5,2006,2019,10
gmane.education.libraries.koha.bugs,562,28100,en,66.9,66.9,2011,2019,9
gmane.linux.debian.user.german,559,27950,de,94.1,3.2,2002,2019,12
gmane.linux.ubuntu.user,558,27900,en,98.6,98.6,2004,2019,5
gmane.comp.telephony.pbx.asterisk.user,550,27500,en,98.5,98.5,2003,2018,8
gmane.os.netbsd.devel.pkgsrc.cvs,549,27450,en,99.6,99.6,2002,2019,3
gmane.comp.handhelds.android.devel,522,26100,en,97.1,97.1,2008,2018,9
gmane.linux.ubuntu.bugs.desktop,522,26100,en,84.5,84.5,2005,2009,8
gmane.os.freebsd.devel.cvs.src,521,26050,en,95.6,95.6,2003,2019,10
gmane.comp.compilers.clang.scm,516,25800,en,95.7,95.7,2008,2019,10
gmane.comp.video.dri.devel,502,25100,en,95.0,95.0,2002,2019,8
gmane.comp.video.ffmpeg.devel,501,25050,en,97.4,97.4,2003,2019,8
gmane.linux.redhat.fedora.package.announce,500,25000,en,100.0,100.0,2006,2019,1
gmane.comp.ide.revolution.user,499,24950,en,99.2,99.2,2001,2019,5
gmane.comp.jakarta.tomcat.user,497,24850,en,99.2,99.2,2002,2019,5
gmane.comp.cms.nuxeo.scm,491,24550,en,93.5,93.5,2006,2019,12
gmane.comp.hardware.ibm.midrange,490,24500,en,99.0,99.0,2002,2019,6
gmane.linux.mandrake.cooker.devel,485,24250,en,96.5,96.5,2002,2012,10
gmane.linux.redhat.fedora.perl,485,24250,en,69.5,69.5,2006,2019,6
gmane.comp.audio.emagic.logic.users,479,23950,en,99.6,99.6,1999,2010,3
gmane.linux.redhat.fedora.devel,479,23950,en,97.3,97.3,2003,2019,9
gmane.comp.lang.d.general,477,23850,en,97.5,97.5,2008,2019,9
gmane.comp.lib.boost.devel,471,23550,en,99.6,99.6,1999,2019,2
gmane.linux.suse.general.german,453,22650,de,95.8,1.8,2003,2018,10
gmane.comp.lang.realbasic.user,452,22600,en,98.9,98.9,2003,2018,6
gmane.comp.video.mesa3d.devel,447,22350,en,95.1,95.1,2003,2019,8
gmane.comp.lib.uclibc.buildroot,446,22300,en,96.0,96.0,2007,2019,10
gmane.comp.video.gstreamer.bugs,443,22150,en,81.3,81.3,2002,2018,10
gmane.emacs.devel,442,22100,en,99.1,99.1,2002,2019,5
gmane.comp.php.general,441,22050,en,97.3,97.3,2002,2018,7
gmane.comp.db.postgresql.general,429,21450,en,98.8,98.8,2002,2019,4
gmane.linux.debian.devel.general,429,21450,en,98.1,98.1,2002,2019,5
gmane.comp.gcc.cvs,424,21200,en,80.7,80.7,2002,2019,13
gmane.linux.kernel.mm,423,21150,en,99.3,99.3,2002,2019,4
gmane.music.equipment.slimdevices.general,414,20700,en,98.3,98.3,2003,2019,6
gmane.linux.debian.devel.wnpp,407,20350,en,97.1,97.1,2002,2019,12
gmane.linux.mandrake.bugs,404,20200,en,97.5,97.5,2007,2011,5
gmane.comp.lang.go.general,399,19950,en,96.0,96.0,2009,2019,9
gmane.comp.web.spip.user,395,19750,fr,96.7,0.5,2002,2019,9
gmane.linux.debian.user.french,392,19600,fr,94.4,3.8,2002,2019,9
gmane.os.netbsd.devel.cvs,391,19550,en,99.7,99.7,2002,2019,2
gmane.linux.debian.user.spanish,390,19500,es,93.8,2.8,2002,2018,9
gmane.comp.emulators.kvm.devel,385,19250,en,98.4,98.4,2006,2019,7
gmane.politics.marxism.marxmail,384,19200,en,92.7,92.7,2002,2017,4
gmane.comp.gcc.patches,382,19100,en,98.4,98.4,2002,2019,7
gmane.comp.lang.smalltalk.squeak.general,379,18950,en,99.2,99.2,1998,2019,4
gmane.comp.jakarta.tomcat.devel,375,18750,en,93.6,93.6,2002,2019,10
gmane.comp.freedesktop.xorg.drivers.intel,372,18600,en,97.6,97.6,2010,2019,8
gmane.comp.python.django.user,372,18600,en,97.8,97.8,2005,2019,6
gmane.linux.ubuntu.bugs.universe,368,18400,en,84.5,84.5,2005,2017,13
gmane.comp.java.ide.netbeans.user,367,18350,en,98.1,98.1,2000,2018,5
gmane.comp.jakarta.struts.user,365,18250,en,98.1,98.1,2002,2019,5
gmane.linux.alsa.devel,360,18000,en,98.3,98.3,2002,2019,6
gmane.os.openbsd.cvs,359,17950,en,94.2,94.2,2002,2019,13
gmane.comp.emulators.libvirt,356,17800,en,98.9,98.9,2006,2019,4
gmane.comp.sysutils.puppet.bugs,353,17650,UNKNOWN,70.5,29.5,2008,2019,2
gmane.comp.gnome.mono.patches,352,17600,en,93.5,93.5,2002,2011,10
gmane.comp.python.django.scm,352,17600,en,93.2,93.2,2007,2019,12
gmane.linux.kernel.wireless.general,351,17550,en,98.6,98.6,2007,2019,5
gmane.os.freebsd.current,343,17150,en,92.1,92.1,2002,2018,8
gmane.linux.frugalware.scm,341,17050,en,53.1,53.1,2007,2018,16
gmane.comp.lang.perl.perl5.porters,335,16750,en,99.4,99.4,2003,2019,3
gmane.comp.emulators.ovirt.vdsm.patches,332,16600,en,100.0,100.0,2011,2017,1
gmane.comp.lib.wxwidgets.devel,332,16600,en,98.5,98.5,2000,2018,5
gmane.culture.region.india.goa,331,16550,en,96.1,96.1,2003,2019,5
gmane.linux.ports.ppc64.devel,328,16400,en,98.8,98.8,2005,2019,5
gmane.linux.usb.general,326,16300,en,98.8,98.8,2008,2019,4
gmane.linux.centos.general,325,16250,en,98.8,98.8,2004,2019,5
gmane.comp.jakarta.commons.devel,322,16100,en,97.5,97.5,2002,2019,6
gmane.comp.lang.inug-4d.tech,322,16100,en,98.1,98.1,2003,2019,5
gmane.linux.mandrake.cooker.cvs,322,16100,en,94.4,94.4,2003,2012,11
gmane.os.cygwin,322,16100,en,98.4,98.4,2002,2019,4
gmane.os.apple.macports.tickets,321,16050,en,95.0,95.0,2011,2019,6
gmane.comp.python.web2py,317,15850,en,96.5,96.5,2008,2019,8
gmane.linux.debian.devel.boot,317,15850,en,98.4,98.4,2002,2019,6
gmane.science.linguistics.translation.russian,317,15850,ru,83.3,9.1,2002,2019,12
gmane.comp.emulators.wine.patches,309,15450,en,85.1,85.1,2002,2017,11
gmane.comp.openoffice.bugs,309,15450,en,99.0,99.0,2005,2011,3
gmane.comp.version-control.git,308,15400,en,98.7,98.7,2005,2010,5
gmane.comp.lang.javascript.v8.devel,307,15350,en,78.8,78.8,2008,2019,9
gmane.network.samba.general,307,15350,en,98.4,98.4,2002,2017,4
gmane.comp.handhelds.maemo.extras-cauldron.builds,305,15250,en,100.0,100.0,2008,2015,1
gmane.comp.python.devel,305,15250,en,97.7,97.7,1999,2019,7
gmane.emacs.bugs,305,15250,en,94.1,94.1,2002,2019,11
gmane.mail.spam.spamassassin.general,302,15100,en,98.7,98.7,2002,2019,4
gmane.network.tor.cvs,302,15100,en,89.1,89.1,2006,2019,17
gmane.comp.handhelds.openembedded.scm,300,15000,en,94.0,94.0,2008,2019,10
gmane.comp.cms.sakai.scm,298,14900,en,95.3,95.3,2007,2015,9
gmane.linux.suse.opensuse.scm,298,14900,en,99.7,99.7,2011,2019,2
gmane.linux.ports.arm.omap,297,14850,en,98.7,98.7,2005,2019,5
gmane.linux.ubuntu.bugs.kubuntu,296,14800,en,83.1,83.1,2005,2018,7
gmane.comp.cms.nuxeo.qa,290,14500,UNKNOWN,61.7,19.0,2007,2019,9
gmane.linux.debian.devel.perl.scm,290,14500,en,100.0,100.0,2014,2018,1
gmane.linux.ubuntu.devel.kernel.bugs,290,14500,en,81.0,81.0,2005,2010,7
gmane.org.operators.nanog,289,14450,en,99.7,99.7,2002,2019,2
gmane.comp.db.foxpro.profox,288,14400,en,97.9,97.9,2006,2019,5
gmane.linux.file-systems,286,14300,en,99.0,99.0,2003,2019,4
gmane.linux.ubuntu.bugs.server,285,14250,en,84.9,84.9,2008,2019,11
gmane.os.opendarwin.webkit.scm,285,14250,UNKNOWN,100.0,0.0,2011,2019,1
gmane.comp.documentfoundation.libreoffice.scm,284,14200,en,93.7,93.7,2011,2019,11
gmane.culture.publications.pcplus.indonesia,284,14200,id,92.3,3.9,2004,2015,10
gmane.org.google.api.maps,283,14150,en,97.2,97.2,2007,2012,7
gmane.emacs.diffs,281,14050,en,87.2,87.2,2002,2019,14
gmane.comp.web.zope.plone.collective.cvs,280,14000,en,90.7,90.7,2003,2013,10
gmane.org.wikimedia.wikidata.bugs,280,14000,UNKNOWN,54.6,44.3,2014,2019,5
gmane.comp.jakarta.lucene.solr.user,279,13950,en,98.6,98.6,2007,2019,5
gmane.linux.skolelinux.cvs,277,13850,en,70.4,70.4,2002,2019,15
gmane.org.user-groups.python.chinese,277,13850,zh-cn,58.1,13.7,2009,2019,15
gmane.comp.lang.groovy.grails.user,276,13800,en,97.5,97.5,2006,2014,5
gmane.editors.lyx.devel,274,13700,en,97.4,97.4,2003,2019,8
gmane.comp.version-control.mercurial.devel,273,13650,en,96.7,96.7,2005,2019,7
gmane.linux.debian.user.italian,273,13650,it,92.7,4.4,2002,2019,8
gmane.comp.version-control.subversion.devel,272,13600,en,98.9,98.9,2002,2019,4
gmane.comp.jakarta.turbine.maven.user,271,13550,en,98.5,98.5,2002,2018,5
gmane.linux.ports.ppc.embedded,271,13550,en,98.5,98.5,2002,2019,5
gmane.os.freebsd.devel.ports,270,13500,en,93.3,93.3,2002,2019,5
gmane.comp.gdb.testing,269,13450,en,99.3,99.3,2004,2019,3
gmane.linux.scsi,269,13450,en,97.8,97.8,2002,2019,6
gmane.comp.gdb.patches,268,13400,en,98.9,98.9,2002,2019,4
gmane.comp.java.ofbiz.devel,267,13350,en,81.6,81.6,2008,2019,6
gmane.linux.altlinux.community,266,13300,ru,92.9,1.1,2004,2017,10
gmane.linux.debian.user.portuguese,266,13300,pt,91.0,2.3,2002,2019,10
gmane.comp.gnu.lilypond.general,265,13250,en,98.5,98.5,2002,2019,5
gmane.linux.mandrake.cooker.commits,265,13250,en,92.8,92.8,2006,2012,11
gmane.comp.lang.smalltalk.pharo.devel,264,13200,en,95.8,95.8,2008,2019,7
gmane.linux.drivers.video-input-infrastructure,264,13200,en,98.1,98.1,2009,2019,4
gmane.comp.db.mongodb.user,263,13150,en,98.9,98.9,2010,2019,4
gmane.comp.mozilla.general,262,13100,en,96.6,96.6,2002,2018,8
gmane.comp.crm.arsystem.general,261,13050,en,99.6,99.6,2005,2017,2
gmane.culture.region.indonesia.ppi-india,260,13000,id,80.8,19.2,2005,2018,2
gmane.comp.python.cvs,258,12900,en,79.8,79.8,2002,2019,8
gmane.comp.emulators.wine.cvs,257,12850,en,84.8,84.8,2002,2019,13
gmane.comp.jakarta.turbine.maven.devel,255,12750,en,87.1,87.1,2002,2019,8
gmane.os.apple.fink.cvs,255,12750,en,92.9,92.9,2002,2018,10
gmane.comp.compilers.llvm.devel,253,12650,en,99.6,99.6,2004,2019,2
gmane.comp.lang.lua.general,253,12650,en,99.2,99.2,1998,2019,3
gmane.comp.audio.supercollider.user,249,12450,en,96.8,96.8,2004,2018,8
gmane.org.region.indonesia.itcenter,249,12450,id,84.7,11.6,2003,2014,9
gmane.os.openbsd.ports.cvs,249,12450,en,88.4,88.4,2002,2019,15
gmane.linux.drivers.driver-project.devel,248,12400,en,96.8,96.8,2009,2019,8
gmane.comp.cloud.openstack.devel,245,12250,en,99.6,99.6,2013,2018,2
gmane.comp.networking.dpdk.devel,244,12200,en,97.1,97.1,2014,2019,6
gmane.linux.redhat.fedora.testers,244,12200,en,96.7,96.7,2003,2018,6
gmane.linux.debian.user.russian,242,12100,ru,90.1,3.3,2002,2019,10
gmane.comp.java.wicket.user,240,12000,en,99.2,99.2,2005,2018,3
gmane.comp.lang.haskell.cafe,240,12000,en,98.8,98.8,2002,2018,4
gmane.comp.handhelds.openembedded.core,238,11900,en,97.9,97.9,2011,2019,6
gmane.comp.web.zope.plone.cvs,238,11900,en,91.2,91.2,2002,2017,10
gmane.comp.web.zope.plone.user,238,11900,en,98.3,98.3,2002,2014,5
gmane.editors.vim,238,11900,en,98.3,98.3,2002,2017,4
gmane.music.equipment.slimdevices.plugins,237,11850,en,99.2,99.2,2005,2019,3
gmane.linux.debian.devel.x,235,11750,en,94.9,94.9,2002,2019,8
gmane.comp.hardware.rescue,234,11700,en,98.3,98.3,1999,2018,5
gmane.emacs.orgmode,233,11650,en,99.1,99.1,2006,2019,3
gmane.comp.kde.devel.pim.bugs,232,11600,en,84.9,84.9,2007,2019,6
gmane.linux.debian.devel.release,231,11550,en,98.3,98.3,2003,2019,5
gmane.comp.video.videolan.vlc.devel,230,11500,en,92.6,92.6,2002,2019,12
gmane.comp.apache.db.derby.devel,229,11450,en,82.5,82.5,2004,2019,7
gmane.comp.db.sqlite.general,227,11350,en,98.7,98.7,2003,2019,4
gmane.comp.desktop.xfce.commits,227,11350,en,88.5,88.5,2006,2019,15
gmane.games.freeciv.devel,227,11350,en,99.6,99.6,1998,2017,2
gmane.linux.debian.devel.kernel,226,11300,en,96.9,96.9,2004,2019,8
gmane.comp.lang.javascript.jquery,225,11250,en,96.9,96.9,2006,2010,6
gmane.comp.hardware.tandy.coco,223,11150,en,98.2,98.2,2003,2019,4
gmane.org.user-groups.ale,223,11150,en,94.6,94.6,2003,2019,8
gmane.linux.mandrake.newbie.french,222,11100,fr,97.3,2.3,2003,2012,3
gmane.comp.apache.incubator.ooo.issues,221,11050,en,61.1,61.1,2012,2019,11
gmane.comp.db.mysql.general,221,11050,en,97.3,97.3,2002,2019,5
gmane.comp.db.postgresql.brasil,221,11050,pt,95.5,2.3,2002,2017,6
gmane.comp.php.devel,221,11050,en,97.3,97.3,2002,2019,7
gmane.recreation.cars.evdl,221,11050,en,100.0,100.0,2007,2019,1
gmane.comp.gis.openstreetmap.region.de,220,11000,de,95.5,1.8,2007,2019,6
gmane.comp.lang.haskell.glasgow.bugs,220,11000,en,95.5,95.5,2003,2019,6
gmane.comp.web.squid.general,220,11000,en,98.6,98.6,2003,2019,3
gmane.comp.apache.user,218,10900,en,99.5,99.5,2002,2019,2
gmane.comp.jakarta.struts.devel,218,10900,en,85.3,85.3,2002,2018,8
gmane.comp.java.tapestry.user,218,10900,en,98.6,98.6,2003,2016,4
gmane.comp.video.ffmpeg.cvs,218,10900,en,93.1,93.1,2005,2019,9
gmane.comp.emulators.wine.devel,217,10850,en,100.0,100.0,2002,2017,1
gmane.comp.programming.extreme-programming,217,10850,en,99.5,99.5,2002,2016,2
gmane.os.apple.macports.scm,217,10850,en,65.0,65.0,2011,2019,11
gmane.linux.gentoo.devel,216,10800,en,98.1,98.1,2002,2018,3
gmane.linux.kernel.commits.mm,216,10800,en,100.0,100.0,2006,2018,1
gmane.comp.cms.tiki.cvs,215,10750,en,85.6,85.6,2003,2019,8
gmane.linux.power-management.general,215,10750,en,99.5,99.5,2005,2019,2
gmane.comp.freeradius.user,214,10700,en,99.1,99.1,2003,2016,3
gmane.os.netbsd.devel.cvs.full,213,10650,en,100.0,100.0,2009,2019,1
gmane.comp.java.clojure.user,212,10600,en,98.6,98.6,2008,2019,3
gmane.comp.lang.go.devel,212,10600,en,90.1,90.1,2011,2019,8
gmane.comp.db.firebase.portuguese,211,10550,pt,93.4,0.5,2003,2019,5
gmane.comp.systems.newton.newtontalk,211,10550,en,98.6,98.6,2002,2019,4
gmane.science.linguistics.wikipedia.english,211,10550,en,99.1,99.1,2002,2013,3
gmane.os.reactos.bugs,209,10450,en,65.6,65.6,2014,2019,6
gmane.comp.multimedia.puredata.general,208,10400,en,98.1,98.1,2003,2019,3
gmane.ietf.announce,206,10300,en,100.0,100.0,2004,2019,1
gmane.comp.web.spip.zone.cvs,205,10250,fr,67.3,29.3,2006,2019,7
gmane.linux.redhat.general,205,10250,en,98.5,98.5,2002,2013,4
gmane.linux.region.czech,205,10250,cs,43.4,5.4,2000,2007,17
gmane.comp.php.cakephp.general,203,10150,en,97.5,97.5,2007,2016,5
gmane.network.nsp.cisco,200,10000,en,97.0,97.0,2000,2019,6
gmane.comp.version-control.subversion.user,199,9950,en,99.0,99.0,2004,2018,3
gmane.os.freebsd.stable,199,9950,en,96.0,96.0,2002,2019,4
gmane.comp.apache.maven.issues,198,9900,en,74.7,74.7,2008,2019,5
gmane.linux.acpi.devel,198,9900,en,99.5,99.5,2002,2019,2
gmane.linux.altlinux.sisyphus,198,9900,ru,88.4,1.5,2004,2019,10
gmane.linux.audio.users,198,9900,en,99.0,99.0,2003,2017,3
gmane.mail.spam.spamcop.user,198,9900,en,100.0,100.0,2002,2006,1
gmane.comp.kde.digikam.devel,196,9800,en,83.2,83.2,2004,2017,3
gmane.comp.openoffice.general.german,194,9700,de,97.9,1.0,2002,2011,4
gmane.mail.postfix.user,194,9700,en,97.4,97.4,2002,2004,5
gmane.comp.emulators.wine.user,193,9650,en,95.9,95.9,2002,2015,4
gmane.mail.exim.user,193,9650,en,100.0,100.0,2002,2019,1
gmane.comp.graphics.openscenegraph.user,192,9600,en,98.4,98.4,2006,2018,4
gmane.comp.java.geronimo.devel,192,9600,en,88.0,88.0,2003,2018,7
gmane.network.wireshark.bugs,192,9600,en,83.3,83.3,2006,2019,5
gmane.science.biology.gromacs.user,192,9600,en,100.0,100.0,2006,2019,1
gmane.comp.ide.lazarus.general,191,9550,en,96.3,96.3,2005,2019,7
gmane.comp.kde.amarok.bugs,190,9500,en,87.4,87.4,2005,2016,5
gmane.comp.apache.sling.devel,189,9450,en,75.7,75.7,2007,2019,9
gmane.comp.lang.perl.beginners,189,9450,en,98.4,98.4,2002,2018,4
gmane.linux.debian.devel.gnome.general,189,9450,en,96.8,96.8,2007,2019,7
gmane.comp.python.wxpython,187,9350,en,97.9,97.9,2004,2019,5
gmane.comp.tex.context,187,9350,en,96.3,96.3,1999,2017,7
gmane.games.flightgear.devel,187,9350,en,100.0,100.0,2002,2019,1
gmane.linux.altlinux.devel,187,9350,ru,90.4,3.7,2005,2019,5
gmane.linux.mageia.changelog,187,9350,en,88.8,88.8,2011,2019,11
gmane.linux.ubuntu.devel.kernel.general,187,9350,en,95.2,95.2,2005,2019,6
gmane.network.openvswitch.devel,187,9350,en,95.7,95.7,2011,2019,6
gmane.comp.mathematics.sage.devel,186,9300,en,97.3,97.3,2006,2019,6
gmane.editors.vim.devel,186,9300,en,96.8,96.8,2002,2019,4
gmane.comp.kde.devel.plasma,185,9250,en,96.2,96.2,2008,2019,4
gmane.comp.python.tutor,185,9250,en,98.9,98.9,2002,2019,3
gmane.org.hackerspaces.london,185,9250,en,93.5,93.5,2011,2019,3
gmane.os.freebsd.bugs,185,9250,en,80.0,80.0,2002,2019,4
gmane.comp.telephony.freeswitch.user,184,9200,en,97.3,97.3,2008,2018,4
gmane.science.economics.progressive-economists,184,9200,en,98.4,98.4,2003,2018,4
gmane.comp.apache.openoffice.issues,183,9150,en,49.7,49.7,2012,2019,6
gmane.mail.imap.dovecot,183,9150,en,97.8,97.8,2003,2019,5
gmane.comp.jakarta.lucene.hadoop.devel,182,9100,en,80.8,80.8,2007,2019,6
gmane.comp.lang.as400.rpg,182,9100,en,100.0,100.0,2002,2019,1
gmane.comp.python.pypy.cvs,182,9100,en,96.2,96.2,2006,2019,7
gmane.linux.ubuntu.region.brazil,182,9100,pt,96.7,2.2,2006,2018,4
gmane.network.samba.internals,182,9100,en,97.3,97.3,2002,2017,5
gmane.comp.lang.d.bugs,181,9050,en,75.7,75.7,2008,2019,3
gmane.comp.lib.glibc.alpha,181,9050,en,97.2,97.2,2002,2019,5
gmane.os.netbsd.bugs,181,9050,en,98.3,98.3,2002,2019,4
gmane.comp.php.cvs.general,180,9000,en,73.9,73.9,2002,2019,9
gmane.comp.web.chromium.devel,180,9000,en,97.2,97.2,2008,2019,5
gmane.comp.lang.d.learn,178,8900,en,98.3,98.3,2008,2019,4
gmane.culture.media.mediacare,178,8900,id,91.6,6.7,2007,2013,5
gmane.linux.mageia.bugs,178,8900,en,82.0,82.0,2011,2019,7
gmane.comp.file-systems.btrfs,177,8850,en,98.9,98.9,2007,2019,3
gmane.comp.handhelds.openembedded,177,8850,en,94.9,94.9,2004,2019,9
gmane.comp.gnu.binutils,176,8800,en,98.3,98.3,2002,2019,4
gmane.comp.lang.ruby.core,176,8800,en,98.9,98.9,2003,2019,2
gmane.linux.suse.opensuse.devel,176,8800,en,95.5,95.5,2006,2019,6
gmane.text.xml.xsl.general.mulberrytech,176,8800,en,99.4,99.4,2002,2018,2
gmane.comp.security.full-disclosure,175,8750,en,97.1,97.1,2002,2014,5
gmane.comp.security.phishings,175,8750,en,93.1,93.1,2011,2016,9
gmane.comp.emulators.xen.user,174,8700,en,98.3,98.3,2005,2018,4
gmane.comp.video.blender.scm,174,8700,en,95.4,95.4,2008,2018,8
gmane.linux.debian.devel.qt-kde,174,8700,en,96.6,96.6,2004,2019,6
gmane.comp.lang.erlang.general,173,8650,en,97.1,97.1,2002,2019,5
gmane.comp.lib.vtk.user,173,8650,en,98.8,98.8,2002,2019,3
gmane.text.xml.axis.devel,173,8650,en,82.1,82.1,2002,2019,7
gmane.comp.gis.openstreetmap.region.fr,172,8600,fr,96.5,1.2,2008,2019,4
gmane.linux.bios,172,8600,en,98.8,98.8,2002,2019,3
gmane.org.wikimedia.foundation,172,8600,en,98.8,98.8,2004,2019,3
gmane.comp.window-managers.enlightenment.cvs,171,8550,en,93.0,93.0,2004,2013,9
gmane.comp.kde.devel.core,170,8500,en,99.4,99.4,2002,2019,2
gmane.comp.version-control.subversion.svn,170,8500,en,96.5,96.5,2004,2019,6
gmane.linux.debian.devel.medical.scm,170,8500,en,98.2,98.2,2008,2019,3
gmane.science.linguistics.wikipedia.technical,170,8500,en,98.8,98.8,2002,2019,3
gmane.comp.lib.boost.user,169,8450,en,98.2,98.2,2002,2018,4
gmane.comp.video.mesa3d.scm,169,8450,en,91.1,91.1,2007,2019,9
gmane.comp.kde.devel.frameworks,168,8400,en,83.9,83.9,2011,2019,4
gmane.linux.debian.packages.java.cvs,168,8400,en,94.0,94.0,2005,2019,7
gmane.linux.drivers.mtd,168,8400,en,100.0,100.0,2001,2019,1
gmane.linux.nfs,168,8400,en,98.8,98.8,2002,2019,3
gmane.comp.lib.wxwindows.general,167,8350,en,97.6,97.6,2003,2019,4
gmane.comp.video.libav.devel,167,8350,en,97.0,97.0,2011,2018,4
gmane.network.samba.cvs,166,8300,en,86.1,86.1,2002,2016,6
gmane.org.google.gwt,166,8300,en,98.2,98.2,2008,2012,4
gmane.linux.debian.devel.mentors,165,8250,en,98.8,98.8,2002,2019,3
gmane.org.user-groups.rlug.general,165,8250,ro,87.9,7.3,2003,2018,7
gmane.org.user-groups.linux.ilugc,164,8200,en,97.0,97.0,1999,2016,5
gmane.os.openbsd.ports,164,8200,en,97.6,97.6,2002,2018,5
gmane.comp.gnome.apps.gnucash.user,163,8150,en,99.4,99.4,2001,2019,2
gmane.linux.debian.internationalization.french,163,8150,fr,74.8,21.5,2002,2019,6
gmane.comp.gnu.octave.bugs,162,8100,en,100.0,100.0,2003,2019,1
gmane.emacs.gnus.general,162,8100,en,100.0,100.0,1995,2019,1
gmane.linux.suse.general.spanish,162,8100,es,94.4,3.7,2005,2018,5
gmane.mail.spam.spamcop.social,162,8100,en,96.3,96.3,2002,2006,7
gmane.comp.voip.cisco,161,8050,en,98.1,98.1,2005,2018,2
gmane.comp.gis.openstreetmap,160,8000,en,99.4,99.4,2005,2018,2
gmane.text.xml.axis.user,160,8000,en,98.1,98.1,2002,2014,3
gmane.comp.cms.magnolia.devel,159,7950,UNKNOWN,52.2,35.2,2004,2017,8
gmane.comp.bacula.user,158,7900,en,100.0,100.0,2003,2017,1
gmane.comp.web.dojo.user,158,7900,en,97.5,97.5,2005,2015,5
gmane.comp.documentfoundation.libreoffice.devel,157,7850,en,92.4,92.4,2010,2019,3
